chunk_id,window_start,window_end,text,,,,,,binary_hit,confidence
10,0:20:00,0:22:00,"[20:00–20:30]
themselves when attacked. Because when students know they'll be treated fairly, they'll feel safer.
And when they feel safe, they can learn, grow, and thrive. Which is what you are here to make
possible. Thank you. Thank you. Our next speaker will be Bonnie Glenn. I haven't been here since
masks. That's weird. Um

[20:30–21:00]
Um so I'm proud of my son Trevor for that. I know we're a little late on the whole self-defense
thing. Um those of you, I I don't even know why some of you are still here. Your kids are grown and
gone, but you still feel the need to vote on active district policies as if it has any bearing on
your lives, Rebecca Foxtone champagne. And there was a chance that this could have changed when we
had Mr. Perez, but we're not there anymore. So um I'm proud of him. I have told him that.

[21:30–22:00]
he should expect absolutely nothing to change. It won't change. I told him, you know, come here
tonight, speak. Nothing, it won't make a difference, but he really, really still wanted to. So to
add what he said, and I know that some of you already know this, that self-defense is a right. It's
not violence, it's not mutual conflict. KDISD, compared to other large districts, is one of the only
ones that has.",,,,,,0,5
11,0:22:00,0:24:00,"[22:00–22:30]
such strict language around self-defense. So the inability to flee makes it obviously much more
difficult to make self-defense claims. I watched the um July 21st board workshop, and um I saw
Justin Graham inform the board that self-defense is very rare. That's because you don't know what
true self-defense looks like. You think that this looks like a lash out in anger or an irrational
escalation indicative of a weak-minded person such as yourself?

[22:30–23:00]
But that's not what this is. The problem is you're brushing aside true self-defense, which is
actually rooted in mental fortitude and carries with it the courage, clarity, and principle to be
able to stand your ground in defense of yourself or someone you might be obligated to protect. So
for what it's worth, I'm proud of I'm aware of other students who are unable to make self-defense
claims, and their parents are proud of them also for standing their ground. My children know you're
not gonna flee. That just encourages a bully to come back again and again.

[23:00–23:30]
And Redmond, I don't know what you're doing voting against policies like this. And all these people
here tonight, I don't know what they're here for, and I'm not going I'm trying to not make
assumptions, but if it has anything to do with sexualization of children in schools, ask yourselves
why are you targeting water parks, schools, places where children hang out? Go there there are
nightclubs, there are things, adult places to have conversations like this. And schools are not the
place for that.

[23:30–24:00]
Point of order. President Rudman. Um could I Ms. Kazilla? Um I was uh under the uh understanding
there were 56 people or excuse me 30 plus people who had signed up to speak. Yes, ma'am. They were
given fifty-six seconds. They were notified that by the district. Yes. Um and then we're not going
to be able",,,,,,0,5
12,0:24:00,0:26:00,"[24:00–24:30]
And you did read in the opening, as defined by board policy, I'm quoting you, speakers who signed up
by 2 p.m. on Monday, October 27, 2025, will be allowed to address the board, but we have over maybe
approximately 15 people who have now been told they cannot speak. Can you please what happened? Shed
some light on that. Absolutely. Uh board policy says that the first 20 people signed up will be
allotted to 30 minutes. I was informed that there was an error made uh uh uh uh communicating at
567, 56 second time frame.

[24:30–25:00]
Six second time frame. And then when I was informed of that, I realized I didn't have the power
ability to uh change board policy as an individual. So I said, what does board policy say we'll do?
So we enforce that. I'm sorry, can you clarify We're following board policy? The first twenty people
who sign up are allowed the 30 minutes is allotted between them. When were you informed of that?
This afternoon, right before the meeting. Okay. Right before but all our public constituents or
people who came to speak were not it were in were not informed of that till we have a lot of people.

[25:30–26:00]
sent out to uh to address them. I would I would uh request that what you read that we've been
reading for since ever I've been in here every meeting nothing states that only twenty people will
be taken. Okay. So that's comes as a surprise. Okay. So up update our board policy or update the um
what you state as board president. I think that's fair. We can we can do that. We do we do call on
um we do reference uh our board policy B E D local uh but this next uh agenda we will make sure we
address that with everything. I think it might be fair",,,,,,0,5
13,0:26:00,0:28:00,"[26:00–26:30]
to honor the people who came to speak who did sign up for our concern tonight. If the board would
choose to um would that be just not follow our board policy, we can absolutely do that. I move to
make an exception tonight to honor the public who came. Everybody. I I second. So it's a little bit
confusing. We don't have an action item here. My microphone on. Can you guys hear me? Um so I

[26:30–27:00]
So again, uh what Mr. Redman states and what every former board president has stated since 2022 is
that uh public comment is governed by board policy B D local. That's the board policy that this
board uh is governed by. Uh that board policy specifically says, and I'm going to quote your policy,
only the first 20 speakers who sign up um will be allowed to speak on non-agenda items. And so while
there was an email that was sent in error about 230 to to folks that said, hey,

[27:00–27:30]
get 56 seconds. That was once it was called to attention, that was remedied about 350, so less than
an hour and a half later, was remedied and said, Hey, uh, the board, and and I spoke and I spoke
directly with Mr. Redmond again as the presiding officer of this meeting, just like presiding
officer of the of the past, he has to follow board policy. So if that is something that you guys
want to change in the future, my recommendation is going to be let's submit that to the policy
committee, have them review that process. Um that's that's gonna be my recommendation.

[27:30–28:00]
to this board. President Redman, I respectfully do not agree with counsel for tonight. I understand
it is in policy, but that is not transparent to the public. It's never been what we've read. So
they've never and they were confirmed to speak. So I'd like to ask you, President Redmond, to please
honor the people who signed up and are here present to speak when their name is called. The original
list.",,,,,,0,5
14,0:28:00,0:30:00,"[28:00–28:30]
Rules, no policy to follow. There's not a standard that we should uphold? No, we're up we're
upholding the policy. It's there. But you have the power to honor the people who were confirmed and
give grace for the mistake that was made. Absolutely understand grace and the ability to do that.
The standard that's been set by this board for years has been to stay with what our policy is. There
have been times that there's been opportunities to veer from that. But as a board, we've voted.

[28:30–29:00]
on and approved these policies and said this is how we'll we'll act. Um looking at the list, there
are people that are on both sides of the issue. Um, did did consider uh do we make that change? Uh
and then came to my senses that uh as an individual we don't have that power. And so as a board. Mr.
President, Ms. Fox. Uh in the past we have had people when they had to come and sign up by a certain
time, we've had students who were in an activity who were trying to get here, and they didn't sign
up in time, they were denied the right to speak.

[29:00–29:30]
We've had people stuck in traffic, uh, employees who signed up in time but didn't get here for the
445 sign-in sheet. They were not allowed to speak. That happens repeatedly. And so, I mean, our we
have policies for a reason, and we can certainly revisit them. But many of the trustees on this dais
have served on the policy committee, and I'm pretty confident they're familiar with policy and
everything in there, and we could have changed it before now if that was going to be a problem. But
um, you know, I know.",,,,,,0,5
15,0:30:00,0:32:00,"[30:00–30:30]
there are many people who look through the policy with lots of attention to detail. This is not new
to them. And so I think if we're gonna follow the law, our policy is the law of the school board.
President Redmond, if I could respond. Um what is uh that has nothing to do with tonight that when
they arrive, what I'm talking about is the district confirmed with thirty some odd speakers that
they were to speak tonight, they were given a time that

[30:30–31:00]
That they were allowed 56 seconds or something like that. So a mistake was made. And this is
corrected. Yes, but I don't agree with the correction, is what I'm taking issue with. I think we
should honor the public. This is about First Amendment rights, speaking, and this is our public.
It's not a complicated concept. Thank you, Ms. Cazella. So ruling ruling on the point of order, we
will continue follow policy.

[31:00–31:30]
We follow policy. And we'll follow what our policy says. We will update the communication to our
public. We do want to provide every every opportunity for them to speak. We also want to make sure
it's fair for everyone that's come before them that we applied the policy and we will continue to
apply it going forward unless it changes. Point of clarification. Ms. Calfoon. On when you're
talking about making this clear, we're trying to be fair to everybody who came before them. On those
other instances where the people sent notification that they had been accepted to speak, I know that
we changed the policy that you had to sign in by 445. That is no longer

[31:30–32:00]
policy. You can sign in. We remove that. So prior to, did they just get if they signed up and they
were the 21st person, then they wouldn't have been sent confirmation. So that's where the difference
is that we're talking about. The difference is these people were sent confirmation that they were
going to be allotted time and the freedom and the ability to speak. That's a distinction that it was
our mistake. We own the mistake. We give the grace to the people who made the choice to come and
speak, regardless of whether I agree with them or not. That's irrelevant.",,,,,,0,5
16,0:32:00,0:34:00,"[32:00–32:30]
Relevant. It's they were given the opportunity to, and they said that they had confirmation that
they were going to. I saw the list. It was 32 speakers on non-agenda, four speakers on agenda, 36
speakers in total. I agree. I think that we need to move forward with honoring the people that we
told them that they were going to have the opportunity to speak. That was our mistake, our bad. We
need to own it and make it right. We also did communicate that it was an error, and we sent them the
update that they weren't going to be able to speak.

[32:30–33:00]
At 358, when people have made uh they have made all sorts of plans to get here, to try to be here,
knowing that they were gonna have the ability to speak. I I don't think that that's right for you to
for us to make that decision. I'm not making that decision. I think Mr. President. I don't know. I
would I would I would I would just respectfully ask you to reconsider because I I don't even know
who was gonna be speaking and what they're gonna be saying, but I do I don't want to be um an
elected official that doesn't allow people to speak. Yep.

[33:00–33:30]
So not an agenda item. Uh so it's not something we can legally take action on tonight. So it's not a
vote. We can change the way we we're aboard. We can change Oh that I'm just saying we can't vote on
it. I'm taking into consideration. Um in the future.",,,,,,0,5
17,0:34:00,0:36:00,"[34:00–34:30]
Sorry, Mr. Graham. If the board the board's feedback is we want everybody that signs up to be able
to speak, then we can do that. As an administration, we are required to follow the policies that you
guys have set. The policy that you have set says the first 20 speakers, there was an error, there
was a clerical error made. That was as soon as it was found out, it was remedied. The problem that
you get into, and I'm not going to go into a ton of legal advice, but if you've had presiding
officers in the past that have waived certain rules, you really run the risk of some viewpoint
discrimination.

[34:30–35:00]
Irrespective of the 12 people that are now that have signed up late or signed up past the 20. And I
know that on this particular item, as I look at the list, I see folks that will be on both sides of
that aisle. Irrespective of that, that that's the risk that you run as a board. That if you that if
you're going to violate your own policy, if you're not going to say that these are the rules we have
in place, and I will tell you at the outset of what that this board president and every former board
president has said for a long time is that uh the KDISD board policy.

[35:00–35:30]
The ISD board policy BED local governs this. That's the first sentence that's said. And so this
board's policy says the first 20 speakers. And so that's what we're honoring. We're honoring this
board's policy. And if this board wants to do something different, then that's something we can
revisit. And I encourage you to submit your comments to the Board Policy Committee and we will go
through that formal process so that we're not viewpoint discriminatory. Mr. President, no one in
this room, when you sign up to be a speaker, states their viewpoint. That is

[35:30–36:00]
discrimination. You need to be very clear about that. The topic of discussion, some people make the
choice to declare what their where what their viewpoint is on it. I would like to see that. It's on
your list. Where's the viewpoint? It's an inaccurate statement to state, like council said, that
when you sign up to speak, you have stated your viewpoint.",,,,,,0,5
18,0:36:00,0:38:00,"[36:00–36:30]
Point. That is discriminatory. All right. Okay, I I want to I want to provide a point of
clarification and I'm gonna go through the list. This is a publicly available list if anybody wants
to see it, because what I've told you is that there are people speaking on both sides of the aisle.
So I'm gonna read from you from two different speakers. One says that trustees Cusella and Calhoun
should be censored at the board meeting tonight. The other one says a defense of Calhoun and Kazella
to explain their actions. So we we could all understand as learned people that those are two
different sides of the aisle, and those are folks that are.

[36:30–37:00]
actually after that those are folks that fall within the twelve people that have signed up late. You
guys have it you guys have a copy of that. You have had it in your in your file, in your in your
folder there. So for you to say that we now don't have a difference of opinion, guys, I'm reading
from what was put down on the list. Very black not on every speaker general counsel. I didn't say
every speaker. I said that there is Then your statement is inaccurate. Mr President, the President.

[37:00–37:30]
President. Ms. Teamy, then Ms. Fox. Okay, thank you. Um how is it discriminatory to not allow
everyone to speak that signed up that got an email confirmation? I don't understand I'm sorry. I'm
not following that that's that could be discriminatory. If we just let everyone speak that got an
email, how is that discriminatory? Right, so opposite of a discriminatory. Again, we're gonna go
into an area of legal guidance which I would not give in public, but what I have said in the past is
when we've given exceptions, you run the risk. If you do not your board policy has been adopted and
been approved by council both.

[37:30–38:00]
myself, TASB, outside Council has approved this particular policy. Every time that a board president
makes a decision to step outside of this, which has happened in the past, you run the risk of being
viewpoint discriminatory. Ms. Fox. Mr. President, I wonder if there are people who were sent the
email and said that there's a correction to be made who didn't show up tonight. So that wouldn't be
fair if we break the rules and say, okay, we're going to let everybody who showed up and then they
didn't. So it's really not a good thing.",,,,,,0,5
19,0:38:00,0:40:00,"[38:30–39:00]
Uh it's really just not fair. The people who got the email and chose not to come because they were
told they would not be allowed to speak. And now we're gonna let some speak and then we didn't give
them an opportunity. I just think that we are having an o we're creating an an unfair uh decision
here. I want everyone to speak too and email me, call me, I'll listen to everyone. Ms. Mr.
President, could I please have clarification if we cannot bring this to a vote right now?

[39:00–39:30]
Clarification on like a rule on your point of order? I would like to vote to allow the all the
speakers who can came to speak. Can we put that to a vote, President Redmond? That would not be I
don't I don't believe that's legal. I mean of all the things we can do, it's not an agenda item.
It's not an action we can take.

[39:30–40:00]
So to rule on the point of order, I do hear what everyone's saying. Also know that this could be a
conversation we have every single week because something could happen. Uh Miss Calhoun, I do
understand uh your point on the error with the email being sent out. Miss Fox also hear what you're
saying about the people who got the email and then did not show up and then would be left out. And
so um I think uh we're guided on policy, and if we want to change that, then we can change policy.
So we'll continue on following policy and the 20 people who are on the list. Will the they will have
the opportunity to speak. They'll have 90 seconds here, and we'll continue on.",,,,,,0,5
20,0:40:00,0:42:00,"[40:00–40:30]
So first speaker tonight on non-agenda items, Tana Weiss, followed by Kelly Hamilton. Good evening,
President Redmond, Dr. Gogorski, and board members. Um, y'all have just proven what I'm about to
say. My name is Tana Weiss, and uh tonight I was going to read a letter I've had from teachers
across the district who've been waiting for several months to have their voices heard. Now I'm not.
Why? Because each month gets hijacked by

[40:30–41:00]
By Ms. Kazella, Miss Calhoun, or Ms. Teamy's antics outside the scope of their duties as school
board members, which is really a fitting metaphor for what they are doing to this district. Taking
away the focus from our students and staff, ensuring that their public lies and outcries on social
media and in these meetings take precedence over the business of our district. Ms. Kazella, your
online bullying of anyone who doesn't look like you or think like you or go to church at your church
is shameful.

[41:00–41:30]
Shameful. Ms. Calhoun, your racially charged comments have no place here. You are elected to serve
all students. And Miss Teamy, spreading falsehoods about who speaks at these meetings while
welcoming your own out-of-state allies is pure hypocrisy. The three of you spend more time fueling
division than supporting student success and it shows, as does all of your backup back here. So,
yes, I'll hold on to my teachers' letters for now, but make no mistake, their voice

[41:30–42:00]
Their voices and the truth. Thank you. Next will be Kelly Hamilton, followed by Sophia Peruzi. And I
would like to remind the audience that we have decorum we follow and just appreciate you continue to
follow that. Uh Miss Hamilton first and then um Miss Peruzzi will be next. Thank you. I did cut it
to 90 seconds and I'll just or fifty seconds, so I'll just stick with that. I am Kelly Hamilton and
I've been a classroom teacher for thirty-six years and I still",,,,,,0,5
21,0:42:00,0:44:00,"[42:30–43:00]
love working with the kids in the classroom. I'd like to thank Ms. Hubble for clarifying that team
meetings during teacher planning time are voluntary. Unfortunately, not all campuses receive that
message, so I've shared with you two documents that were sent to me from teachers which are forced
to team meet weekly and reprimanded if even one of those members doesn't show up. These teachers are
hesitant to speak because, like many other KD teachers, they've seen administration intentionally
move teachers to

[43:00–43:30]
a non-preferred grade level or subject for speaking out. I'd like to publicly thank my campus, Wood
Creek, for thinking outside of the box and moving our school's PLCs to dismissal time with coverage
so that teachers can collaborate without impacting our teacher planning time and our instructional
time. Thank you. Thank you. Ms. Peruzzi, followed by Kenneth Smith. Good evening, trustees. My name
is Sophia Peruzzi. I'm a Katie resident. Ms. Calhoun and Ms. Cuzella. You have

[43:30–44:00]
fought to take away the right of parents to decide which books their children are allowed to read
from the school library. You have taken away parents' rights to allow their students to be called by
their preferred names. You claim to act in the name of parental rights, but your actions take away
choice from everyone, including parents. Now you believe it is your duty to call on KD residents to
vilify the LGBTQ community. Your words on social media were clearly intended to pressure Typhoon
Texas to cancel pride. Trustee Kuzella even condoned doxing the owners by allowing their personal
contact information to remain on her social media post, resulting",,,,,,0,5
22,0:44:00,0:46:00,"[44:00–44:30]
Resulting in threats and ultimately forcing Typhoon Texas to cancel pride out of concern for safety.
That is not leadership, that is intimidation, and KDISD deserves better. As public school board
members, please stop using your interpretation of religion to promote hate in our community. Thank
you. Thank you. Next will be Kenneth Smith, followed by Wei Xinhao. Kenneth Smith.

[44:30–45:00]
Nope. Then Jing Hao Wei. Good evening, Board Trustees. My name is Jing Hao Wei. I'm a KDISD parent.
First, I would send my special thanks to Trustee Mary Alan Codella and Trustee Morgan Tao Hong um
for courageously speaking out against the KD Pride event.

[45:00–45:30]
The activities associated with that event were not appropriate for children. Thank you for
protecting our students. Secondly, I'd like to thank you all the trustees for supporting the
placement of the Ten Commandments in KDISD classrooms. The Ten Commandments are the cornerstone of
America's moral and legal heritage. I truly believe they belong in our public school classrooms.
Thank you.

[45:30–46:00]
Next is Luke Liu, followed by Amelia Smith. Thank you, Edmund Prep parent and a teacher. I support
and appreciate Trustees Kozella and Cahum for speaking against the Katie Pride event to protect our
children. Thank you for supporting the placement of the Ten Commandments in the classroom. America
becomes a joke of the world and is doomed when she prides herself on sexual immorality. I'm asking
Board President Retmond to protect our children from groups such as Katie Pride.",,,,,,0,5
23,0:46:00,0:48:00,"[46:00–46:30]
So the pathway from trans people to hateful school shooters would not be possible. I urge President
of Katie Pride Amanda Rose, Harris County Commissioner Leslie Brianis to stop corrupting our young
people. Or a body called any organization that cooperates with evil will love sinners, will hate
sins. Jesus warned us: if you do not repent, you all perish. American children may not know how to
do math, but they must know the simple eternal truth. God only created male and female, abortion is
murder, homosexuality, homosexual orientation is disordered, homosex homosexual acts is a grave sin.
So my

[47:00–47:30]
So, Michael the Archangel, pray for us. Thank you. Thank you. Amelia Smith, followed by Lynette
Aladon. First of all, I'd like to remind everyone that this is not a church. This is a school board
meeting, and this is about our children. So let's keep the focus on that. I'd like to tell you about
the Katie Pride event that I attended with my children, my 70-year-old mother and my 90-year-old
grandmother. It was an event that was full of love and support for my transgender daughter. What did
we do there?

[47:30–48:00]
It wasn't all this sexual deprivation that these people keep talking about. I don't know if they've
ever gone to this event. We talked with organizations that provide resources and support to the
LGBTQ community. We wore our rainbow shirts and took photos, and my daughter was beaming with all
the love and support that she was experiencing there. We are thankful for this family event. So,
this is the event that Mary Ellen Kuzella and Morgan Calhoun have called a celebration of depravity
and child sex grooming and used their position to rally hateful people in our community to cancel.
Earlier this year, you refused to let teachers call my daughter by her preferred name and pronouns,
forcing me to withdraw.",,,,,,0,5
