chunk_id,window_start,window_end,text,,,,,,binary_hit,confidence
13,0:26:00,0:28:00,"[26:00–26:30]
are just as important as their academics. We work closely with students to support their emotional
and mental well being. We offer guidance, care, and access to mental health services, including
working hand in hand with Hazel Health providers when needed. Together we help students with many of
the day to day needs. Sometimes students and families need more support than even the school can
provide. That's where our district wide family engagement team comes in. We know that sometimes
students and families need additional support. If you or your student ever need any help, you can.

[26:30–27:00]
always talk to your child's principal, teacher, or counselor. You can also submit a student
assistance form or staff. You can also connect directly with one of our Family Connection
specialists who work across schools to be able to provide the support and resources you need. Or you
can visit one of our Family Connection Centers where we offer direct help, guidance, and resources
to families facing challenges. Whatever you need, we're here to listen, guide you, and connect you
to the right support. Sometimes the help a student or

[27:00–27:30]
family needs can be found right at the school. Other times, families may need additional support.
And that's where our Sunrise Centers come in. Our Sunrise Centers are an extension of our commitment
to care, offering families a wide range of services that go beyond what a single campus can provide.
Families can access food distributions, clothing, mental health counseling, school supplies, after
school programming, health services, and help with transportation. We also work with trusted
community partners to support housing, employment, and

[27:30–28:00]
And more comprehensive family needs. If we can't meet certain needs, we connect you with partners
who can. Every Sunrise Center has a dedicated caseworker to ensure students and families get
personalized support. Together with our school, we are committed to meeting the needs of our
students and families. At HISD, we're here for your child and for your family. No matter what
challenges you may face, we want to lend a hand and help your students succeed. If you ever need
help, just reach out. Thank you.",,,,,,0,5
14,0:28:00,0:30:00,"[28:00–28:30]
I'm happy to take any questions you all have. Thank you. Ina Myers. Hi, good evening, Elective
Board. Excited to present to you guys today an update on how our DIA program is going. As you know,
this is part of our NES system. The uh students in grades third through eight have access.

[28:30–29:00]
to a dyad class twice a week for 60 minutes and so I will talk with you in just a minute. This was
yours, right? Yeah. Okay. Yep, so you're your and pull the mic forward a little bit. Is this better?
A little? Lean down a little bit. Okay. Um the purpose of dyad is to make sure we're offering
experiential learning opportunities to our students that help bring

[29:00–29:30]
students that help broaden their horizons and elevate their thinking. We want to bridge the gaps in
educational access to ensure equity for students in underperforming schools. We also use this
program and strive to foster critical comp the critical competencies that include informational
literacy, problem solving, creativity, and collaboration. When we talk about the whole child, our
DIA program helps us not just focus on the academic success of our students, but the whole child and
help them be what well rounded individuals. In our DIA program we have four what we call buckets of
the DIA classes.",,,,,,0,5
15,0:30:00,0:32:00,"[30:00–30:30]
DIEG classes. You will see most of our classes fall under STEM, 21st Century Media, Vine Arts, or
Fitness, and you'll see the percentage of our classes that are offered in each of those categories.
Right now we're partnering with 27 community members and organizations and entities that also come
in and help teach these DIE classes. We partner with the YMCA, Houston Ballet, the Dallas Houston
Public Library, TAPS, the Lemonade Day Program, YMCA, Astros, Girls Inc., Texans, Dynamo. We have a
lot of outside partners who

[30:30–31:00]
come in and help teach these courses to our students during the school day. Diet travel is a part of
our program of Diet, it's an extension of that opportunity to help us provide these equitable
opportunities to our students. And this would include our seventh and eighth graders at our 27
middle schools that we have in NES. What we strive to do is help provide experiences to extend
learning beyond just the classroom. We want to foster that cultural awareness, that curiosity,
independence, and that global partnership. How do we help produce global citizens and get them ready
for?

[31:00–31:30]
destination 2035 and 21st century learning is to help them have these experiences and close some of
those equity gaps. Right now, in each of our divisions, you'll see how many middle schools are
traveling with us. We have six middle schools in the North Division, eight in central, seven in
south, and six in West. We put the numbers of students per campus that are traveling this year. How
a student will be eligible to continue to stay on the travel list is to make sure they have 92%
attendance and then have no out of school suspensions. So we started out the

[31:30–32:00]
year with a lot of students through various reasons. Students and parents have either opted out or
they have been taken off the list based upon their behavior their behaviors for outer school
suspension or for attendance reasons. So here's our campuses going in the north, our student
numbers, and campuses going for central, our numbers in the south, and our numbers in our West
Division. Overall, we also partner with 24 outside entities for student travel. They come into",,,,,,0,5
16,0:32:00,0:34:00,"[32:00–32:30]
our classes during dyad, we'll offer our student experiences. We've had a pilot come in, talk to our
students what it's gonna be like to be on the plane, what's plane etiquette look like, how do we
conduct ourselves in an airport? We've had cultural experiences and partner with the Hispanic
Heritage Group to come in and talk about the culture that they will be traveling to. And you'll see
24 of our amazing partners and through various and generous donations from our community members
here in Houston and beyond, helping ensure our students have this opportunity. So, right now we have
1,211 students going at 27 of our middle schools in NES model.

[32:30–33:00]
which means 79 flights and four destinations. That is our presentation for our travel. I'd like to
thank a huge thank you to my amazing team who has put a lot of work into student travel. You can
imagine taking a thousand students anywhere is not an easy task. So we have an amazing team ready to
provide this opportunity for our students, and we could not be more excited. Any questions? Yes.
Thank you so much. So exciting. So I I see the list here. I'd just love for you to.

[33:00–33:30]
I just love for you to actually put it on record where where the students are going. And when is
this? Or throughout year. Great question. We are traveling. It takes us several weeks. We're gonna
start the last week of May, the first two weeks of June. As you can imagine, all the trips will kind
of go out in staggered times. I'm so sorry. We are going to Boston and DC for our domestic trip for
our seventh graders and our eighth graders will be traveling to Costa Rica or Panama. So our first
trip actually leaves on May 23rd, and we'll be returning. I think our last trip's coming about June
14th. Um, but again, staggered trips throughout those three weeks.",,,,,,0,5
17,0:34:00,0:36:00,"[34:00–34:30]
Thank you, Dr. Murray. Thank you. Great job. Okay. I would like to uh welcome welcome Houston ISD
trustee Samantha Moore. Thank you for being here. Before we uh begin hearing uh speakers, I just
want to uh note that without objection from my colleagues, we'll be pulling um uh agenda item
eleven, which is the district-wide use.

[34:30–35:00]
District wide use of district developed curriculum from the consent agenda, so we can talk about it
later. Okay. We'll now hear from uh from uh a public official, student speakers, and speakers
wishing to address agenda items one through five and eleven. Uh please note that Spanish live
captioning is available for those viewing uh the meeting via live stream, and live Spanish
interpretation uh is available uh in person in the auditorium. Public comment during school board
meetings will only be available to those persons who have signed up to speak prior to the meeting
time.

[35:00–35:30]
per current protocol. Verbal and other disruptions by persons during the school board meetings are
not acceptable as they inhibit the board's ability to connect business and the public's ability to
observe those processes. Persons who participate in such behavior will be given one warning, and if
the if their behavior is repeated, they will be asked to leave the meeting. We have 68 registered
speakers who will be limited to one minute each per board policy, as we have more than 30 people
signed up to address the board tonight. We ask that you stay on topic and

[35:30–36:00]
refrain from naming individuals, especially students, as their identity is protected under law, but
you may name your own child. I ask that you please respect our procedures and the other speakers and
end your comments promptly when the time has expired and the timer has uh timer rings. Uh, we'll
start with public public officials. Uh, will HISD Board of Education trustees Samant Moore please
come to the microphone? Thank you for service. Good to see you again. Happy Mother's Day to all the
incredible mothers on the board in the room. We also have a um city council member from.",,,,,,0,5
18,0:36:00,0:38:00,"[36:00–36:30]
Brazoria County here. Thank you for turning our houses into homes. To every teacher, we appreciate
your hard work and heart. And to the young sister at Bush Elementary, we stand in solidarity with
you. The district will address what happened with you. Superintendent, we respectfully ask that you
be present at the consultation meeting. No staff member in place of you. The leaders want to speak
to you directly. The community is watching, and we are hopeful that the commissioner will begin the
transition back to elected trustees in June 2025. HISD is ready. It's time to end the state
interview.

[36:30–37:00]
To end the state intervention and return the power to the people. I want to thank the principals at
Wheatley and Fleming. I know them personally. I wish you well in your future endeavors. You did well
for our neighborhood, and we are proud. And let us not forget, while we have public comment at
school board meetings, to voice concerns so they can be corrected. We've been here for two years.
Let's start correcting the issues and let's work with one another. All the petty differences, and I
respecting one another as human beings. Let it end tonight. We respect each of y'all.

[37:00–37:30]
respect them because their concerns matter, and their children are in this district. My own personal
children were affected by changes in this district. Yes, they're doing great, tennis championing,
valedictorian. But what about the kids in my neighborhood? And that's who I'm fighting for. God
bless each and every one of you. I really hope you all have an amazing Mother Day. I'm gonna do a
big for my mom, do it big for yours. God bless you. Thank you. Next, we will hear from speakers who
identify themselves as students.

[37:30–38:00]
students uh when they checked in this evening speakers uh please state your name and your topic uh
when you step to the microphone uh miss smith you can call our speakers jailen carruthers followed
by analia espinoza hello good evening board members my name is jailin carruthers i am in tenth grade
at sharpstown international school",,,,,,0,5
19,0:38:00,0:40:00,"[38:30–39:00]
Town International School, and I want to speak about the direction HISD has taken over the past two
years. School doesn't feel the same anymore. It used to be creative and engaging, and now it just
feels repetitive and robotic. The best teachers, the one who makes learning exciting, are leaving or
getting inspired. They stressed out by HISC's strict guidelines and are allowed to teach in ways
that works for the students. They're being replaced by teachers who follow orders but don't connect
with our students. And what I think HISC should do is teachers teach those replacements on how to
connect with.

[39:00–39:30]
the students. And we're not asking for less learning. We're asking for better learning. We want
classrooms that feel human again. HIC needs to bring back the creativity, connection, and care that
helps students grow. Thank you. Thank you. Annalia Espinosa, followed by Sophie Grace Rojas.

[39:30–40:00]
Hello, my name is Annalia, and I'm sitting here not just as a student, but as someone who cares
about the quality of our education and the teachers within our district. These past few months I've
seen a lot of changes in not only my school but the teachers. Although HSLJ is a non-NES school,
it's being affected, and so are our educators who are now stressed and struggling to keep the
classroom a fun and engaging environment. And not just them, but us, the students too. Teachers are
the backbone of our education. When they are being supported, we as a school can thrive. But with
current situations, they seem to only be under extreme watch and current",,,,,,0,5
20,0:40:00,0:42:00,"[40:00–40:30]
Dreamwatch, and currently we're seeing talented, dedicated teachers being fired in the go. And that
isn't just a few numbers on a spreadsheet, but a huge negative impact to our entire school
community. Studies show that stable and supportive teaching environments lead to better student
outcomes. So it's simple. Happy and stress free teachers create thriving students and better class
environments for them to engage in. It's shameful that despite being teacher appreciation week,
those very people are facing dismissal by our district. If anyone should be given a pink slip, it
should be those undermining the heart of our education system. We need to stand up and make sure
that our schools can make places

[40:30–41:00]
School to make places of learning rather than political battlegrounds. Let's defend it affect our
teachers while reminding those in power that true leadership means supporting the foundation of our
future, not with identity. Sophie Grace Rojas, followed by Micah Gabay. Douglas Hurley will be next.

[41:00–41:30]
I'm gonna well I my mom wrote a poem about my favorite teacher'cause I don't know. I'm I'm gonna say
my gosh. Can I start over please? Sure, go ahead. Go ahead. My name is Sophie and I'm gonna say a
poem I wrote for my favorite teacher. I'm not gonna say their name because you l you like to fire
the teachers I love. In your in your classroom I found a place where kindness lives and hearts feel
safe. Before I felt lost in the crowd, no one no one slowed down, no one no help allowed.

[41:30–42:00]
But you saw me, you truly cared. You taught you t you taught with patience and you shared. You never
rushed, you never you helped me grow, and now I understand and now I know. You respect the things I
value even when HASD wouldn't allow you. You gave me space, you gave me time, you let me you let me
you let me learn really wait, you let my learning really shine. It hurts to know that you will be
here. I really",,,,,,0,5
21,0:42:00,0:44:00,"[42:30–43:00]
miss you. I'll really miss g miss you. They didn't see Go ahead. You can finish. Go ahead. Go ahead
and finish. Put my back on for. I'll really miss seeing you next year. They didn't see what we all
see. The HASD is better with you. Thank you for making me feel heard and seen. Thank you so much.

[43:00–43:30]
Douglas Hurley, Douglas Hurley, followed by Rose Hurley. All of the goodest teachers are all of the
goodest teachers are leaving because of you, Mike Miles. Well, you started as

[43:30–44:00]
started his ending. Now all the teachers do not want to be NES because of you, Mike Miles. So now do
something good. Make a good NES. Now nobody wants to go to the team center because they have to do a
lot of worksheets. So make it so nobody has to do as many maybe just one or two. My teachers are
leaving because of you. Everybody's favorite teachers are leaving because of you. And people want to
leave NES because we miss our libraries and our librarians. My sister they have a worksheet under
the book so their teacher won't get in trouble.",,,,,,0,5
22,0:44:00,0:46:00,"[44:00–44:30]
and then they slide the book into the desk and pretend to do a worksheet when people come in. Can I
read it for her? Sure, go ahead. She wrote it, I promise. That's okay. NES is very stupid. Plus,
you're not even certified to be a superintendent. Mike Miles, you ruined our school.

[44:30–45:00]
ASCII used to be one of the best, fun, and happy schools, but now that it's NES, it's all ruined.
It's not the best, it's not fun, and it's not happy anymore. Our printer Ms. Park has been printing
paper since I was in kindergarten and probably even longer. Miss Park is one of the best grown ups
at my school. In the first few months of school, she printed over two million copies, which is a lot
of wasted paper. All of my old teachers are leaving because of you and the board. My teachers are
sick and tired of NES, especially not having our library. My teachers are super. They teach me so
much.

[45:00–45:30]
not with any s thank you Micah Gabay followed by Ileana Gottlieb um for as long as I can remember
we've always celebrated our teachers but lately it's been harder to appreciate teachers when we feel
like we're not being taught lessons become slideshows assignments feel like busy work in a real

[45:30–46:00]
And a real cur a real connection is rare. We understand that teachers face challenges, but students
want more than just instructions. We want guidance, passion, and real teaching. Appreciation has to
be earned through effort and presence. We're ready to learn if you guys are ready to let them teach
us. Thank you. Eliana Gottlieb. Calvin Warren.",,,,,,0,5
23,0:46:00,0:48:00,"[46:00–46:30]
I hello, my name is Helvin Warren. I I am here to talk about the Rapper Mount specialists that are
being fired. Their job is very important. They help the kids who need help the most. But you don't
seem to care about that about that. What's that? Are you gonna fire what does it do?

[47:00–47:30]
If you keep firing your staff, we will fire you. Thank you. Are there any other student speakers
that haven't been called? Student speakers, please come forward.

[47:30–48:00]
Please say your name. Uh I'm Eliana Gottlieb. Uh I just got here. My name should be in here in your
register soon. Yes, please go ahead. It's teacher appreciation week, so I thought I would keep
things positive and thank the teachers who help students every day. I want to thank the ELAR
teachers who let us read books, even when the district says we need to complete AI generated
worksheets. I want to thank the science and math teachers who, despite everything, have taught us
more with their university.",,,,,,0,5
24,0:48:00,0:50:00,"[48:00–48:30]
With their unique methods than basic pre-made slideshows. I want to thank the history teachers who
teach about what mattered in the past and create questions that make students think rather than
giving us confusing answer choices from the district curriculum. I want to thank the librarians who
give students the chance to learn and read even when their jobs are threatened by people who don't
value their work and contributions. Finally, I want to thank the fine arts teachers for igniting
passions in areas like music, dance, and theater and believing in the value of a fine arts
education, unlike some people. Even though this year has been tough, we still

[48:30–49:00]
been tough we students can truly never thank our teachers enough thank you we will call in person
speakers for agenda items one through five and eleven speakers one through five actually one through
ten could you please move to the front row and we'll start with number one carmen nuncio please go
ahead

[49:00–49:30]
Good afternoon. My name is Carmen Nuntio, and I have a message from Mike Miles. If you plan to close
Jeff Davis High School, which is now Northside High School, you are gonna have a fight on your
hands. You cannot just come into our community and do horrible things to our kids and our community.
I have mentioned to you before, please stop thinking about the almighty dollar and think about our
kids' education. You and Greg Abbott, the millions of dollars.

[49:30–50:00]
Millions of doll the billions of dollars that y'all are gonna be making off of our kids is horrible.
I don't understand how you can sleep at night knowing that all of our kids are gonna be without a
school. I don't understand how you have gotten away with so many of the things that you have already
done to hurt us, our kids, our teachers, and our community. And um I'm trying very hard. Thank you.",,,,,,0,5
25,0:50:00,0:52:00,"[50:00–50:30]
Kathy Beasley, in honor of Teacher Appreciation Week, I would like to speak about a teacher who
impacted my life in HISD. In second grade at Bonham Elementary, a new teacher came to school in
October and I was moved into her class. Her name was Karen Jackson, and she was like a breath of
fresh air. She took interest in every child in her class. She was kind, caring, and made learning
fun. She was wonderful, particularly for me. That year things at home were not so great. Sometimes I
was at school with little

[51:00–51:30]
sleep. I didn't focus on in class well, and in retrospect, I know that she noticed. Yet she didn't
treat me differently. I just wanted to feel normal, and she did that for me. She had the perfect
gift for teaching and caring that HISD wants to erase. So thank you, Miss Jackson, for giving the
gift of you. Honorable mention to Miss Margaret Stork from Sharpstown High School, 1983, and shout
out to all the teachers at Sharpstown High School and other the other NES teachers, no matter what,
you are appreciated. Thank you.

[51:30–52:00]
Using their first initial, I'm reading notes from students to one of the many teachers who's no
longer at our school. L, I miss you so much that sometimes I think of you and I just can't
concentrate in class without you. Z, you're an amazing teacher. Keep doing what you do. Don't change
no matter what they tell you. E. Thank you for always believing in me. T, you understand kids. C,
you were my favorite teacher. I hope you can be my teacher again one day. M. I miss you so much.
Without you, I feel lonely. J no sinse.",,,,,,0,5
