chunk_id,window_start,window_end,text,binary_hit,confidence
10,0:20:00,0:22:00,"[20:00–20:30]
Neighborhood swim leagues of which you've you know you've been a part of that do also know, and
those are the kids that are gonna benefit from these facilities. Because we know the kids sitting in
high school right now may or may not see some of this. But the kids in elementary school and maybe
early middle school are the ones that are gonna benefit from these brand new facilities. So it just
I get got it gave me a bit of a different perspective just for that one facility. And when we
thought about the number of those kids, that number was quite large. Yeah, I mean, all those all
those neighborhoods provide all of the swimmers for our high school swim teams. That's where they
all start. Um

[20:30–21:00]
But similarly, I think like the Tully Bowl, you know, everyone in SBMSA is like that's the ultimate
goal, which by the way, I love that we call it after our stadium because it's very unique. All the
other leagues I see just call it the Super Bowl. I think it makes it cool. But, you know, and then
you know, um what I forgot what the what do you call the basketball? Coleman Chaos. Coleman Chaos,
thank you. I knew it was Coleman something. Um but you know, all of those things bring young
community members in. You know, they might not always have time to go to a high school game because
they've got their own activities, but you know, they see that.

[21:30–22:00]
as the ultimate goal, and so I think it just really strengthens um everyone from lower all the way
up. More than forty percent of our elementary school kids come through that program. So lot kids.
And to Chris's point, as someone who was hesitant, as we know, um, as far as this bond goes, I'm
encouraged that people came out and voted for it because it showed the appetite that our community
has and gave me more hope looking down the road for this next bond that we're gonna have to face.
And so I think that's encouraging also.",0,
11,0:22:00,0:24:00,"[22:00–22:30]
I I think y'all scored a big touchdown on that. I d I mean I really uh for school districts across
Texas, I think y'all modeled something there that was really uh to be able to do that. Um and yeah,
it was kind of a uh if you s we're we're about academic excellence, but we want our kids to be
exposed and have opportunities to do a wide variety of things, including music, including athletics,
including any kind of extracurricular activity. Uh did I hear you say you uh are an old miss
graduate? Yes.

[22:30–23:00]
You know what's gonna happen to the old Miss Gr and to the old Miss Admissions and enrollment next
year? We'll see. It's gonna T T C U played for the national championship two years ago. Right. Their
enrollment just spiked. Win eleven football games and start seeing admissions go up. The the and it
doesn't again, the mission here is student performance, it's academic excellence. But interestingly
enough, about ninety-seven-98% of the kids that are in UIL music band choral.

[23:00–23:30]
programs, athletic programs, graduate from high school. Y'all already have a very high graduation
rate, but I used to get to ask this question by the legislature all the time. They'd get me down
there to testify and ask me about are we spending too much money on extracurricular activities? And
I always say, Well, let's take a look at at what those students do while they're in those
extracurricular activities. And so again, I think y'all are correctly aimed and you are correctly
pointed at academic achievement.

[23:30–24:00]
achievement academic academic excellence but what what helps drive that right and you've invested in
things that that help drive that and those subset of students you mentioned the higher graduation
rates they probably have higher high school GPAs as well. Yep going back to the academic excellence
point. Yeah well they graduate and they yeah they stay in they stay in school and their grades are
generally higher but uh anybody else got any other level of excitement about anything that's out
there right now you're really really fired up go ahead um being in the classrooms this",0,
12,0:24:00,0:26:00,"[24:00–24:30]
fall. I've noticed such a resilience from our administration down to our staff, down to the kids.
Austin threw many things at public education this year and threw it at them fast. You know, let's
pass things in May and June, and then you start in August, the same time kids do, or September 1, or
whatnot. And I was so pleasantly surprised and proud of the resilience of our teachers and our
students to adapt what's

[24:30–25:00]
going on. And they don't have a lot of leadway or a lot of head time, and a lot of times it doesn't
make a lot of sense. And I was I was so proud of our staff and our administration to be able to
navigate those waters. Good. I would say another one is safety and security that I've seen over the
last four years evolve, I would say, pretty dramatically. So I would credit Dr. Blaine with that.
And then we hired Chief Bainbridge, what, two, three years ago? Two and a half years, and I mean
it's a dramatic.

[25:30–26:00]
But no, I know I knew board the board and Jennifer had made that a priority several years ago. And
I've I've said this many times to y'all, parents will forgive us if we don't teach their kids enough
reading and writing arithmetic. It's hard for them to forgive us if we let something happen to their
kids at school. So weren't we the the first school district in the Houston area to have a police
officer at every campus? Yeah. A light a licensed police officer, yes. That is commissioned, you
have a commissioned officer. We do, we do, yes. And two fully staff.",0,
13,0:26:00,0:28:00,"[26:00–26:30]
Two at each middle school and high school, right? Two at each high school and one at each middle
school. Yes. Well, and I just feel like constantly looking for proactive ways to improve things. Not
a reactive wait for something to happen, but it's more training and gosh me, what would we have? The
FBI or the CIA? What were they doing? I mean, we've had crazy things, but it's all proactive in
nature. All the alphabet soup soup. All of them were here, right? All the things we're doing to move
forward. We're not just waiting, like you said, to be reactive.

[26:30–27:00]
regards the safety and establishment of the police department, the police officers, commissioned
officers, and your police chief and the and and what you really have there, what y'all have done a
nice job of, is the relationships you have with other agencies of law enforcement that really help
combat issues and head'em off before hopefully before anything really major develops. Uh so I'd say
ditto on the being proactive about that. Um maybe that last question is not very well worded and if
you may not like it, but what do you

[27:00–27:30]
not like it but what are you concerned about what what about what's out there that say what if I
said what keeps you up at night is there anything about the school district the school board that
said this kind of this kind of keeps me up at night a little bit or if you wake up and you're
thinking about it and what what comes to mind that uh you'd say this is this is something we gotta
gotta keep our eyes on anything I think the thing that I'm kind of concerned the great

[27:30–28:00]
concern the greatest about is just what the continued suppression of financial help from the state
is doing and what it will the impact it's going to have on all these proactive, these wonderful
things that we get to do in our district. And and frankly, I think our community expects us to
deliver, but it's going to become increasingly difficult to financially provide for them as the
state seems to be less interested in seeing public schools survive.",0,
14,0:28:00,0:30:00,"[28:00–28:30]
than it is to make other things happen. So uh I that just yeah and you know to the proactive nature
of district. Yeah you know Jennifer led us a couple years ago being very proactive on the the
financial side of things identifying hey this is this is coming and we you know the the the the
board which I was not a part of at that time made some very very difficult decisions to head off
some of that financial impact and you know in hindsight

[28:30–29:00]
it was a very wise thing to do because we'd be in very difficult y'all that y'all made some very
courageous decisions over the past twelve to fifteen months that have to get and I know Jennifer's
talked to you about it and uh I know your CFO's talk to you about it. Uh and yeah, when you see
someone talk about uh eliminating property taxes, you wonder well what is that what does that mean?
Where where does revenue uh come from then? Because uh we've

[29:00–29:30]
We've had the battle in Texas for the last 30 years of um property taxes have really been what's
what's been supporting public education. The last time I think we got over, we got to the state
state support of over fifty percent, I think, was somewhere around two thousand one, uh, two
thousand two. But we we don't uh the state does not support public education. Uh David, you are
correct at a at at the necessary level. Uh a couple of uh",0,
15,0:30:00,0:32:00,"[30:00–30:30]
A couple of the of your members I mentioned to this that over the years as um there have been more
state requirements, I'll call them state regulations, we'll also call them state mandates. Uh I
think that that drives up costs and things that you have to be responsible for. And I I think in the
coming months, uh as you hear discussions about taking revenue sources away, I think one of the
things as you you consider legislative priorities may

[30:30–31:00]
need to be what kinds of freedom do we need to ask for? Freedoms that charter schools,
homeschoolers, voucher schoolers, others may have that we don't have for the money that that that we
we do have. I think freedom, uh I'll call it no mandates without funding. That if you have mandates
without funding, then you are serious you are seriously being penalized. And I've heard this word
before from some of you that you've used this word. You're trying to

[31:00–31:30]
compete. You're trying to compete with and and not you're not that you're against, I always said we
want we don't dishonor how parents choose to educate their children. If they want to homeschool
their kids, if they want to private school their kids, if they want to charter school their kids,
whatever choice they make, our job is to make the public schools to make Spring Branch ISD the very
best that it can be. And hopefully make it be the choice that people would want to make. But if we
are operating with our hands tied behind,

[31:30–32:00]
our back or with certain requirements and mandates that that others don't have, then that makes it
that that makes it pretty challenging. So something for you maybe to think about, Jennifer and I've
talked about that. Sure. You just I was just thinking about what you were saying, and we've talked
about this often, this board in particular, uh that you know the legislative actions of of this past
spring, everything was about educational freedoms and parental choices, and the one main",0,
16,0:32:00,0:34:00,"[32:00–32:30]
parental choice that was completely left out of all of the actions were the parents that choose to
send their kids to PubEd. And so as much as everybody wants to, you know, do the victory lap, and
I'm so proud of what I did, they they left out a huge part of ways that Texans choose to educate
their children. Absolutely. Well, I know y'all thought yeah, you will have time to think about that
during uh 2026, uh because we'll we'll go through 2026, then there'll be another session in 2027 and
uh

[32:30–33:00]
And you can't wait until uh a few weeks before the session starts to be able to start talking about
what is going to be of high concern to you. You've got to you gotta be out in front of it. Um Mike,
one one follow-up I'd have what kind of not keeps me up at night, but big challenge, of course, is
declining enrollment. And our enrollment is not declining as fast or as large as other area
districts, but we do have to continue to compete to get families to choose spring branch instead of
other education options.

[33:00–33:30]
I I I'd absolutely agree with that. Um I do think I don't know uh I believe y'all are pretty
landlocked uh as a district one of the things I I some of the districts that uh I know in the Dallas
Fort Worth area have lost large numbers of students. Uh uh part of that has been for fear of
deportation part of that has been other issues. Uh if you're able to hold your numbers that's a good
sign.",0,
17,0:34:00,0:36:00,"[34:00–34:30]
I think one of the other things we've talked about before, uh, Jennifer Jeffer and I have talked
about this numerous times, but the board uh we've talked about this and that is keeping your talent,
keeping your teachers. The talent acquisition, and I'll uh you know, I always say, and I say it in
in one of the last slides here, that if the board had if if you had you you don't you don't go in
and teach in the classrooms, you don't drive the buses, you don't work on the buses, you don't go
and do maintenance

[34:30–35:00]
you you have other people that do that but what what you do as a board the number one thing I would
submit to you that you do as a board is you create the climate you create the climate and the
culture that makes people want to be here who wants to teach I mean many of your teachers can't and
don't live in your district is that a fair observation I know I know uh you know we you desire as
many as possible you hope they can and would want to but uh

[35:00–35:30]
Uh I talked to superintendents in in Katy and SciFair and Sport Bend and your neighbors and I I know
their challenges. Uh but I I can uh see special challenges here in terms of uh talent. But talent
acquisition, talent acquisition uh for school districts and boards I think that understand that the
role that they play in the establishment of that that environment, that culture.

[35:30–36:00]
That feeling that I want to be in Spring Branch. I want to I want that because of the energy or
because of the enthusiasm or because of the excitement or because of the support or because of the
encouragement. That doesn't mean that we're without accountability. We have accountability. We will
have a fair accountability system, but we will be a district that we want people to want to be here
with our kids. We love our kids and we want the best people possible with them. So y'all have been,
I know you've been working on that. We talked about",0,
18,0:36:00,0:38:00,"[36:00–36:30]
that two or three years ago and I think you've continued to stay thinking about focused on what do
we do to keep the climate and the c so that people want to be here. Uh before I switch go to another
slide, anything else you you you have a concern about that you'd say uh I mean I think you're you've
hit on big subjects. The money's the money is obviously a a big concern in funding the schools.
You've been proactive in the things you've done. Uh but I I think you're

[36:30–37:00]
If I were approaching the legislature next session, I'd be thinking more or less about money will
always be of concern, but freedom, my my word would probably be freedom. If you talk about things
you don't like, I just maybe I'm jaded from the last couple of sessions, but I just I don't think
they care, quite frankly. And it's like you look at how do we differentiate, how do we make this a
more attractive district for teachers and stuff, and yet the legislature is passing down money.
Yeah, we'll increase you know funding, but it's gonna be used for this, and it's gonna be used for

[37:00–37:30]
teacher raising and everybody gets the same so how do you differentiate yourself outside of the
community that we all collectively create. Correct. They want all the public schools to be cookie
cutters of themselves and an inferior product to you know private schools and charters whatever else
they're gonna fund through the I think there's I think as as a a former state official I I I'm sorry
to say I think there's truth in in what you're saying but I think you have to yeah you have to say
well we're gonna continue to try to make this

[37:30–38:00]
as unique as we can make it. We're gonna we're gonna try to make Spring Branch the very best uh that
we can. I I I also think, Chris, that uh after we've we've had this huge issue uh hanging over us
for several years, really for longer than I'd like to think about, the first voucher bill was filed
in nineteen ninety-seven. Uh reason I remember that is because that's when a gentleman by the name
of Charles But owned all the HE B groceries got involved in in",0,
19,0:38:00,0:40:00,"[38:30–39:00]
that endeavor to try to uh suppress that. But now that that's come and and and been passed, um I
think some of the energy um on that for some of the members is going to be okay we've done that now.
Now back to now back to my schools, back to where most of the kids are. I I think there's gonna be a
little bit of that. The other thing's gonna happen is just like charter schools, and I was there at
the outset of charter schools when

[39:00–39:30]
charter schools we uh we had a very controlled nice program of fairly quality charter schools but
let it grow and grow and grow and then they got critics and then there became financial issues and
there became issues with teachers and and you can the charter schools we have some really good
charter schools but we have charter schools that have performed poorly and have large critics I will
suggest to you that that the voucher program will have critics in two to three years when needs of
when perceived needs of kids are not met.

[39:30–40:00]
People will get their money, they'll put in kids in a program. And when there is a a and if you're
dealing with people's children and their money, there's a great opportunity for critics. Would you
all agree with that? And I do think that in two to three years, that will and will that make
everything better? I think it may be that there is no people see there is no utopia. That if anybody
thought that some sort of educational program.",0,
20,0:40:00,0:42:00,"[40:00–40:30]
Program voucher or whatever you want to call it was going to be utopian, they'll find that it's not.
And so I think we're gonna see an influx back into the public education system. I think a lot of
people will see just how hard it is to truly educate children and do it well. Almost anyone can
quote unquote educate a child, but to do it well and successful, I think people are gonna, there's
gonna be um they're gonna get they're gonna be worn out. So I do think we're gonna see a lot, and
then we're gonna need to meet those.

[40:30–41:00]
kids where they are. Some may be ahead, some may be behind, some may be right where they should be,
but I do think that's gonna be that's a growing concern for me. I think you're right. And they'll
there you you get charter school kids that have tried those have come back and you'll have other
kids that'll take the the uh educational savings grants and they'll try those but there will be
there will be people that that will return. I think we're gonna see some you know I saw where there

[41:00–41:30]
uh Gary Van Dever announced he wasn't gonna run today, uh who's been a pretty staunch advocate for
public schools. And uh yeah, but we're gonna have some changes and uh but there's still over five
million kids that are in the public schools. My concern has continues to be, and I've again
mentioned this to some of the other members, and Jennifer and I've talked about this seventy percent
of the people in Harris County, Dallas County, Bear County, El Paso County, uh, and most most of
Texas, seventy percent of the

[41:30–42:00]
Texas, 70% of the adult citizens do not have school aged children. Fastest growing parts of the
population in Texas are the over 55 and the under 18. And I've I've said that before, and the under
18 tend to be more minority, and the over 55 tend to look like they're older people like me. And so
the message, the message is, and y'all have done, Spring Branch was doing this, Jennifer. I won't
say y'all were doing this five, six years ago, maybe even longer before. Uh I think yeah.",0,
21,0:42:00,0:44:00,"[42:30–43:00]
I think y y'all are holding sessions with some of your opinion leaders about the school funding
situation. Y'all been doing that for some time. Uh wisely doing that and keeping people abreast of
what what really is happening. Um and that includes the people who don't have school age kids. Uh
and I've always said we you find those people. Where do you find those people? Interestingly enough,
you find them lots of times in churches.

[43:00–43:30]
Mm-hmm. And uh I g I've I've made a lot of speeches to Methodist men and to Baptist groups and even
the Jewish temple and the Catholic churches and others at night in the evening or on Saturday
mornings or whenever. Uh though they really do pull for public schools. They really do pull for you.
Sometimes though they don't know what's happening. And y'all know what that means. When you don't
know, then you just listen to whoever's got the loudest megaphone. Um let's take a let's take a look
at uh

[43:30–44:00]
what's there one thing about board service that you didn't realize that you were getting into when
you got elected? Have you stopped? I know you thought about that. Oh, I didn't know that. What what
what's been your what's been your biggest surprise about your board service that you didn't know?
I'll jump in, but the number of emails. And uh there's just I mean there there's",0,
22,0:44:00,0:46:00,"[44:00–44:30]
There's there's so much going on and I and I want to think back to the beginning of was it last
school year with the all of the the the um threats and all that kind of stuff. I mean it just the
the traffic that was taking place on a daily basis with things that was partly it was partly you
know the community speaking into it, it was, you know, dealing with things, you know, and again, you
know, as a as a probably should have known this if I had thought given some thought to it, but I
just didn't. But you know we

[44:30–45:00]
get copied as a trustee, we get copied on a tremendous amount of notices and information. And I just
had no idea there was that much going on behind the scenes. And and there's just there is a a lot,
just there's just a lot more going on than I necessarily thought there was, just dealing with daily
whatever comes up that day. Okay. Do you feel like you need to try to you don't try to figure out
how to respond to all that, do you? No, I mean it.

[45:00–45:30]
No, I I mean it a lot of it is just it's for our information. So they send Jennifer a note and say
copy all of you. But but I know you know Jennifer her and her staff are dealing with a whole lot and
then um you know blessings to our board president for then capturing a lot of the responsibility for
doing the responses from the the trustees. I mean they just there's a you know there's just there's
a lot and I just never quite anticipated the quantity of that. It's a good good observation. Anyone
else got a thought?

[45:30–46:00]
Gotta thought, hmm. I didn't realize, I sure didn't realize this. I would say this observation kind
of goes into your second question about the number one thing that you believe the public does not
know about our service. And I would say is that we actually do have to follow the rules. A lot of
times people expect you to make decisions based on what we personally feel is right, but we have to
follow rules and they're there for a reason, and our scope is limited as much as they hear from us
and see us present.",0,
