chunk_id,window_start,window_end,text,binary_hit,confidence
15,0:30:00,0:32:00,"[30:00–30:30]
You can clap for them. They are called the Luna de Jalisco, and my husband and I uh have enjoyed a
lot of their concerts over the past few years. It was my first time three years ago, but what's so
impressive is all the families that are there, all ages, and community members. It is a one-of-a-
kind experience to go to those mariachi concerts. And they're all over the community. I heard them
play for a forever young group at a church down the street. They were at the grand opening for H E
B. They're all over the place. So

[30:30–31:00]
I applaud them and your support of them. Principal Henson, thank you very much. They're fun. So
Martin Ranch graduates have excelled in academics, of course, extracurricular activities, and they
represent professional careers and professional sports players and even Olympians. Tamra Minsa Scott
excuse me stock was the gold medal female wrestler in the 2020 Tokyo Olympics. Incredible if you
haven't seen her. CJ Cryer of course is a pro basketball player.

[31:00–31:30]
with Golden State Warriors, I believe. Elijah Hall Thompson, he's an elite sprinter. He was a U of H
cougar, go cougs. And he holds the American record record for indoor 200 meter. So it's pretty cool.
And then Daniel Hunter is a defensive end for now the Houston Texans. So those are a few of their
amazing alumni. Let's see. Thank you very much for inviting me to come surprise teachers and others
of the year awards. That was fun to be there. And I just want to say you've you've uh really built a
culture there.

[31:30–32:00]
that is very special and unique. You have a lot of pride and you can feel it. You know, it's not
just words. So I really appreciate you all fostering that and your great principal, uh Julie Henson.
So it's an honor to uh welcome you tonight and thanks very much for being here. Thank you. So if you
are uh on staff there at Morgan Ranch, if you'd come forward, uh we'd love to take a picture with
you.",0,5
16,0:34:00,0:36:00,"[34:00–34:30]
All right. Do we have any scouts in the audience tonight? Students that are scouts that have not
been introduced yet. How about that?

[34:30–35:00]
See some adults that are scouts. All right. Well, board, we're we'll make a small change uh if
you'll allow it in our uh agenda tonight, one of our presentations, uh academic presentation,
highlights of our music program, kindergarten through twelve. We have uh several uh families and
performers, and so we were gonna go ahead and uh allow them to make that report to us uh before we
go into uh public comment and close and all those things. So um that being said, I uh turn uh over
to our uh highlights of our music programs.

[35:00–35:30]
kindergarten through grade 12. Presenters Damon Archer, Executive Director of Fine Arts, Ms.
Lakeisha McGowan, Assistant Director of Fine Arts, and Sus Chibroski, Assistant Director of Fine
Arts. Good evening, President Redmond, Board of Trustees, and Dr. Gogorski. It is an honor to give
the annual Fine Arts Department update. This year's update will concentrate on music education and
our music programs K through 12. The framework we will be utilizing for this presentation will
target four areas enrollment, achievement,

[35:30–36:00]
Development, achievement, engagement, and opportunity. These areas comprise a system that indicates
success in the fine arts department and programs. In KDISD, we have over 15,000 secondary students,
grades 6 through 12, enrolled in music classes. When students enter sixth grade, they are able to
focus their music learning into several paths. They may select an instrumental path of band or
orchestra, or they may choose the vocal path of choir. In grades K through 5, 41,000.",0,5
17,0:36:00,0:38:00,"[36:00–36:30]
Forty-one thousand students are in music classes and are taught by certified music specialists.
These classes provide a foundation of music training that enables students to continue into the
secondary level. The total enrollment of students currently receiving music instructions in grades K
through twelve is over fifty-six thousand. In the area achievement, our programs are excelling at
the highest level as well as providing unparalleled learning experiences supporting the district
mission statement. This list of honors is an overall.

[36:30–37:00]
Is an overview of the accolades earned through the high level of instruction by our music staff. I
would like to highlight the Texas Music Educators Honor Group distinction. This honor is equal to a
state champion as it is a head-to-head competition with programs across the state. The American
Prize in Orchestra performance is awarded to the best orchestra in the public school division across
the nation. And lastly, the Sudler Shield is an international award given by the John Phillips Sousa
Foundation for Excellence and

[37:00–37:30]
For excellence in marching band performance. Another achievement to share is from this past year's
2025 UIL State Music Chamber Contest. Ensembles from across the state submit a 10-minute video
recording, and the top 10 string ensembles and the top 10 wind chamber groups are selected to
compete in a live final round of competition and perform a program 15 to 20 minutes in length. KDISD
had four of the six possible metal placements as well in the UIL State Instrumental Chamber goal.

[37:30–38:00]
Middle Chamber Gold Medalist was won by KDI Steve. From the district level, KDI Ste has earned the
distinction as a best community in music education for the past 22 years from the National
Association of Music Merchants Foundation. The rubric to earn this award evaluates data regarding
staffing, facilities, funding, scope of music offerings, student enrollment, community engagement,
and supporting all levels of music education.",0,5
18,0:38:00,0:40:00,"[38:30–39:00]
Our programs consistently connect with the KD community by performing at district events as well as
other community-related events. Some examples are the presentation of the national anthem performed
earlier at this meeting and the yearly participation of marching bands in the KD Rodeo Parade. The
KD Rodeo Rotary Club has continued their partnership with the KD Fine Arts Department by providing
additional support for students needing instruments in order to be part of a band program. Each
year, we celebrate fine arts students.

[39:00–39:30]
that continue their studies or participation in fine arts at the college level. This includes
students that major or minor in a fine arts discipline or continue their studies in fine arts. The
inaugural year for this distinction for this district level recognition was 2021. Since then, each
campus recognizes students at a fine arts signing day in the spring. Our students also are provided
opportunities to perform at various professional sporting events in the surrounding area. This
includes the Astros, the Rockets, and the

[39:30–40:00]
Space Cowboys. At this time, I would like to extend a sincere thank you to all the parent volunteers
and booster clubs that support our district fine arts programs. Our students and programs would not
have the success and the experiences without your willingness to serve and partner with the
district. Many of the accomplishments that were listed earlier were made possible through the
supplemental support of booster clubs. Additionally, many of our district fine arts events are
supported by booster volunteers and could not be held without their assistance.",0,5
19,0:40:00,0:42:00,"[40:00–40:30]
At this time, we will share the scope of music instruction provided in KDISD. I would like to invite
Lakeisha McGowan, who supports our elementary music division, to give an overview, and she will be
followed by Susan Chabarowski, who supports our vocal division, to give an update on choir. Thank
you, Damon. Good evening, President Redmond, Board of Trustees, and Dr. Gogorski. What we know is
that elementary music is the foundation. They serve as that hub to

[40:30–41:00]
teach the kids everything that they must know to feed those programs at the secondary level. So they
truly are important aspects of our programs. At the campus level, students have the opportunity to
participate in choral ensembles, many of those beginning as early as third grade. Many of them
participate in our instrumental ensembles. Most of these take place before and after school. Thus,
our staff members are giving up their time to feed into our children. Musical theater is also
integrated into several grade level performances, which many of you have attended and I've seen.

[41:00–41:30]
some of you on our campuses attending those performances. At the district level, two years ago, we
launched our first ever district spring sing. This is held on an every other year rotation. This
event brings together approximately 20 elementary schools, school choirs from across the district
each year. We also host our district instrumental showcase to highlight the work of our instrumental
programs. As you can see, we're trying to make sure that every opportunity that they may have when
they get to the secondary level that we are feeding.

[41:30–42:00]
that. Over the past few years, we've increased participation in vertical feeder concerts, connecting
our elementary students with secondary music programs, and strengthening program continuality.
Finally, three years ago, to further engage our students beyond the school day, myself along with
several of our elementary music teachers, we launched our summer elementary music choir camp. We're
very proud. This is open to fourth and fifth grade students. This camp is designed by our own staff
to ensure that we're building the skills, confidence,",0,5
20,0:42:00,0:44:00,"[42:30–43:00]
confidence and level of music that we deserve here in KDISD. Together, these opportunities ensure
our students are supported, they're inspired, and they are well prepared to continue their journey
in fine arts education and music in our district. Thank you. Thank you, Lakeisha. In KDISD, we are
so fortunate to have exceptionally strong elementary music programs that are setting up our
secondary fine arts for success by teaching fundamentals and

[43:00–43:30]
instilling a lifelong love of music. We place great value on collaborative vertical alignment, which
led us to create a vertical choral showcase that Lakeisha mentioned that teams each high school with
their feeder junior highs and elementary campuses for events where all groups sing separately and
together. Watching our high school choral students interact and perform with the junior high and
elementary students is truly something special. And if you've never been to one of these events, I
highly encourage you to check one out. For secondary choir, we have certified and degreed staff.

[43:30–44:00]
at all junior highs and high schools. We offer a full range of courses that include treble, tenor
bass, mixed choirs, show choirs, madrigals, as well as AP Music Theory. Our students participate in
campus musicals, the Katy Choral Festival, TMEA All State Choir Auditions, UIL Solo and Ensemble
Contest, UIL Concert and Sight Reading Evaluations, and Madrigal Festival, as well as various
competitions and festivals around the state. In the summers, we also offer a junior high choir camp.",0,5
21,0:44:00,0:46:00,"[44:00–44:30]
and a high school, uh, all state choir camp where students learn and prepare their audition material
for upcoming TMEA auditions. I'd like to point out that the photo on the screen is of the Beckendorf
Junior High non varsity tenor-based choir at their TMEA performance in 2024. An invitation to
perform at the Texas Music Educators Association Convention is one of the greatest honors bestowed
upon a choir in Texas. And this year, the Jordan High School Treble Choir is invited to perform at
TMEA Convention.

[44:30–45:00]
Convention. And the Jordan High School Mixed Choir was invited to perform at the Southwestern
American Choral Directors Association in Albuquerque, New Mexico. These types of great honors, along
with high levels of student engagement and program successes, are indicative of the high caliber
choral teaching staff we have across the district and the level of choral excellence that is
happening here in KDISD every day.

[45:00–45:30]
Thank you, Susan and Lakeisha, for that update. The secondary instrumental division are band and
orchestra. The orchestra division includes string orchestra, symphony orchestra, chamber ensemble,
mariachi ensemble, and musical orchestra. The band division is comprised of marching band, concert
band, jazz band, chamber ensemble, and indoor drumline. Additionally, the band division uh combines
with the orchestra division in symphony orchestra and musical orchestra. Within each division, there
are multiple levels of ensembles to meet the educational needs of the students.

[45:30–46:00]
Students. These students, these levels include varsity, non-varsity, and sub nonvarsity. In KDISD,
we currently have some junior high schools and high schools that have six levels of ensemble. That
translates to a varsity, non-varsity, and four levels of sub nonvarsity ensembles. I would like to
add, because of the high participation and teachers connecting students with these opportunities,
KDISD has 270 individual music ensembles performing in the UIL concert and sight reading process and
evaluation this semester.",0,5
22,0:46:00,0:48:00,"[46:00–46:30]
As in other divisions, the secondary instrumental division has summer camp opportunities. We hold
two junior high band summer camps, two junior high orchestra camps, and additionally, we have a
secondary jazz camp for high school and junior high students. The data is clear regarding the
effects of musical training and its direct correlation with student academic achievement. The
following data demonstrates how consistent involvement in music learning affects academic scores.
KDIC music students scored

[47:00–47:30]
174 points above the national SAT average and 236 points above the Texas average SAT score.
Furthermore, KDIC music students scored 138 points higher than the overall KDIST average. To dive
deeper, KDISD Allstate musicians, these are the students that spend the most time practicing their
craft, scored 317 points higher than the national SAT average, 382 points above the Texas average,
and 281 points above a

[47:30–48:00]
Points above our own KDISD SAT average. And the grade point average of these all state musicians was
a 4.35. Students have shown how music learning, studies have shown how music learning has affected
brain development. Children with musical training show significantly stronger structural and
functional brain connectivity, especially in the areas tied to language, memory, and executive
function. Furthermore, music appears to strengthen the bundled nerves that connects the left and
right hemispheres of the brain. This improved inter hemispheric communication.",1,4
23,0:48:00,0:50:00,"[48:00–48:30]
Atmospheric communication enhances the brain's ability to synthesize logic and creativity, analysis
and intuition. Jamie Casper, Director of Arts Educational Partnership, states you teach the
fundamentals of making art. Your instrument, your voice, your body in motion, painting, sculpture,
whatever it is, so that students can take those skills and use them to communicate more effectively.
According to MIT in a column from the publication Advice for Life, when a child learns to play an
instrument, their brain is not just passively absorbing.

[48:30–49:00]
Absorbing sound. It's engaging in a high level multi sensory workout. Reading music involves visual
decoding. Playing it requires fine motor skills and spatial coordination. Listening trains auditory
perception, and performing demands emotional expression and memory recall all at once. This kind of
integration activity is rare, and it's precisely why neuroscientists have found that music training
creates wide reaching changes in the brain structure and function. Music doesn't just prepare

[49:00–49:30]
uh prepare children for school or work. It teaches focus, patience, collaboration, and the ability
to sit with emotion rather than escape it. There aren't these aren't just educational perks. They're
survival skills in a society increasingly defined by noise, distraction, and disconnection. And
finally, the future will always demand technical fluency, but more than ever, it will require
children who know how to listen carefully, curiously, and courageously, and music may be one

[49:30–50:00]
Maybe one of the best teachers we have.",1,5
24,0:54:00,0:56:00,"[54:30–55:00]
Ashley Lesky, choir director some single rants, junior high.

[55:30–56:00]
Hi, Matt Porter, Sarah Marks, Christian De La Cruz, Kristen Killingsworth, Stephen Bond, Gina
Hernandez, and Ken Brown from Tompkins High School. Please give them a hand. To find other amazing
performances, we encourage our community to visit the Fine Arts website, located on the district
website, for the most accurate listings of all secondary fine arts events. You may also filter by
specific disciplines.",0,5
25,0:56:00,0:58:00,"[56:00–56:30]
In conclusion, we would like to leave you with the fine arts mission statement Inspire Lifelong
Engagement in the Arts. Our intent is to continue to use these four indicators to provide students
with a world class education and opportunities for achievement through talent development.
Furthermore, we aim to equip students with skills that intersect meaning and purpose as they create
their future. At this time, we will take any questions. Students young.

[56:30–57:00]
Wait, wait, wait. Y'all don't leave. Y'all don't leave. Hold on. Can we get a picture with how many
of them are here? Would that be all right? Just everybody? Is there some way we could do that? Y'all
come. Oh my word. Oh my word. That was the most beautiful thing, Damon Archer. The most beautiful
thing. We love fine arts. As you know, we love fine arts. As you know, Mrs. Fox is moved to tears.
But I um Mr. Archer just also wants

[57:00–57:30]
Just also want to say that we have a lot of uh plays and musical things happening starting this
weekend. So I encourage everybody to get tickets and go see it. And thank you all. Thank you for a
gift. Okay.

[57:30–58:00]
I would like to say a little special thank you to Lorenzo, our little recorder soloist right there.",0,5
26,0:58:00,1:00:00,"[58:00–58:30]
Okay. Okay. Thank you all very much. Mr. President, I would like thank you so much. Great job, thank
you so much tonight for information.

[58:30–59:00]
So good. Ms. Champagne? All right. Ladies and gentlemen, thank you so much for that presentation. Uh
first of all, who was the man in the back and the white shirt that was That was Mr. Bond from
Tompkins High School Baby. Oh my gosh. Well they were all awesome, but I don't think as a board
member in this boardroom I've ever seen anything. Except for one time we saw Robotics, which was

[59:30–01:00:00]
pretty good. But I have never seen anything in this boardroom like that. I I appreciate all the work
that went into that in I'm I'm really I I'm just speechless, but I'm very grateful. I'm very
grateful. We have amazing teachers and y'all have a lot of great stuff coming in the fine arts.
Nobody's duplicating what we're doing, the scope of what we're doing, but we appreciate your
support. Mr President, Ms.",0,5
27,1:00:00,1:02:00,"[01:00:00–01:00:30]
Did Mr. Bond did did did you design that all to create all of that? Was that all your Mr. Archer?
Oh, okay. They just they take our crazy ideas and they run with it. And it's been in planning for a
while. Okay. Trying to coordinate that's not easy. I know, and I I I love that students were sparse
dispersed and it was just so interactive, and the students were encouraged to make eye contact with
the audience. I thought it was just unbelievable. But

[01:00:30–01:01:00]
But um I forgot what I was gonna say um that I'm really I'm real I think what I'm also really
thankful for is that our students across the district got to interact with one another and meet. I
think that's something so essential, especially when our skill schools are so big. I think it makes
our schools feel small and allows them to build community with other students and other and cheer
for each other and I agree builds a great sense of community. And I just I know that takes a lot of
work on our teachers and our staff. And so I just thank you because that's a lot of extra time on
them.

[01:01:00–01:01:30]
to create an environment where students can mingle and get to know one another and share their
skills and sharpen each other, right? And so um thank you to please send our grad my gratitude to
them because I think um it's worth it. Any other questions or comments, board? I'm speechless for
the first time. I'm speechless. Mr. President, also just a few comments that I loved what you
pointed out.

[01:01:30–01:02:00]
with the brain development with music and other uh academic pursuits like math and foreign language,
there's definite a um connection there. I was one of those products, so I was an all-state bassoon
player, and I played the alto for a marching band. So um I think it really helped me in all kinds of
ways. So thank you so much, and I really appreciate the most beautiful music musical selection you
chose as well. That is just is very moving. So thank you so much. Well, I can tell you that article
talks a lot about how they work together about both sides of that and having a",0,5
