chunk_id,window_start,window_end,text,,,,,,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
academic schedule. It's changing the look and feel of what the role of university is. And I think to
be fair, we have lost sight of the fact that universities were created way back when as finishing
schools. University wasn't designed for everyone. And I'm not saying that that's the model today,
but I think to your point earlier, you're seeing the Amazons and the Microsofts really look at
opportunities to get kids right out of school that don't need a four year degree. Even accounting. I
mean, why do you have to go to four years to do something that you can probably learn in about a
year?

[20:30–21:00]
and a lot of it's on-the-job training over at PwC. So they're beginning to really look at the
paradigm of what higher ed is. And I can see in about five, ten years, higher ed will look
different. And are we adjusting to that? I don't know. What I see right now is, and I had a
conversation last night at 11 o'clock with someone, the cheating that goes on in our schools is so
rampant that you begin to wonder: are some of our students even capable of studying and learning and
thinking for themselves when they chat?

[21:30–22:00]
GPT a lot of the answers in the classroom, on the test. Right? And it happens at the higher ed space
as well. So you might hear some ranting and raving here, but it all lends to well what what is our
our educational space right now and what has to change to really drive it. So Okay I d uh these are
good I just want to hear your thoughts and others. The higher education has come under criticism. Um
and I think it's the cost. I mean I'm not I'm not",,,,,,0
11,0:22:00,0:24:00,"[22:00–22:30]
I mean I'm I'm not as in tune with teaching, but it's like is it really worth seventy five thousand
dollars a year, you know, to get a an accounting degree. You know? Um so I think you hear a lot of
that. I I do think I mean AI I think is a very interesting topic for everyone in every industry,
education included. But I I wonder watching my own kids at night, like I I don't know how we evolve
to that because on the one hand it's it's like you don't want'em using it to help them write a
paragraph because you're not really learning how to write the paragraph.

[22:30–23:00]
but at the same time in five years? I mean, that's what we're gonna be doing. If you don't learn how
to use it, then are you handicapped? You know, you are you will be. So I don't know what that
evolution looks like, but it's definitely something that I think every industry, education included,
is gonna have to grapple with and and figure out. Um the only other thing that I would mention is um
the competition. I mean, I think that's gonna be the theme for the next few years in Texas as it
relates to elementary, junior high, high school is.

[23:00–23:30]
Your high high school is looking for that competitive advantage, you know, everywhere you can, and
you're gonna have to compete with whatever's around you. And for us in Spring Branch, we've got some
legitimate private school competition around us. And so we're gonna have to compete with that. And I
think that's I think Lisa said, I mean, it's everything from academics, which is the given. You have
to trust that your kid's gonna get a proper education to athletics and fine arts and everything else
that that we touch. I mean, it's all everything I think is gonna need to be viewed through that
lens. Um but I I'm actually bullish on Spring Branch.

[23:30–24:00]
John Spring Branch, the more I think about it, and we've been talking about a bond. Like when you
think about this area, this is all we have. We have the school district, and we have the it it
creates a community and it bleeds into things like SBMSA and other things. But that that is why
we're living where we are. I mean, you take if you take the schools away, you need to pay five
hundred thousand, a million, two million dollars for a home here. I mean, what you know, you know
what I mean? Uh oh yeah, I do. I wouldn't have to be able to do that. I think that's what we've got,
and so I think you've got a community that's invested in making sure.",,,,,,0
12,0:24:00,0:26:00,"[24:00–24:30]
vested in making sure that it's it's high quality. And I think it has been for a long time. That's
why our property values are higher than other places around. And I think this is still a destination
school district that people choose to come to. And I think it's our job and our community's job to
kind of keep it that way. To keep them competitive and keep schools here, anywhere, Texas, America
competitive are what about that trust factor, that third bullet up there? I think so. I mean it's
interesting, I I was thinking about that as you were talking about it. It kind of I think I think
people trust

[24:30–25:00]
our school. That's my general sense. I think there's things that frustrate, funding frustrates. I
think y you mentioned it last year, but I I think discipline is gonna end up or is or will continue
to be a big issue, you know, and and how do we kind of have our hands tied behind our back in some
instances. I I had a phone call with a parent last night, you know, with an issue at Memorial High
School that's frustrating to them and I don't have all the details, but it just the perception is is
that the school's not doing anything about it or can't do anything about it, you know. And so I
think, you know, as it comes to trust, those things will start to factor in.

[25:30–26:00]
and that erodes because those isolated incidents then spread and then becomes you know rumor and and
and that erodes trust over time but um I generally think I mean I do I've got five kids at all
levels and I trust the schools they're in okay I think I think one thing to Chris's point that we've
kind of started talking about I know I've mentioned to Dr. Blaine but along with being competitive
um I think we need to",,,,,,0
13,0:26:00,0:28:00,"[26:00–26:30]
Add in the system a mechanism for public service, for customer feedback, if you will. You know,
we've, as you know, we've been talking about an athletics, fine arts type bond to improve our
facilities, which we really haven't done in decades and decades, and we're very far behind. But, you
know, I think there needs to be more accountability to certain parts of

[26:30–27:00]
our system. You know, and we've talked about end-of-season surveys. I think our facilities need some
customer service surveys. My husband retired from the Bureau, and you know, with even within the
Bureau, they had a lot of where the agents would do customer service type surveys. And it was a big
deal how you did as a leader in your division.

[27:00–27:30]
And how your how your people responded. And those were big, big things. And so I think maybe we need
to do a better job of holding ourselves within accountable. And you know, to Chris's point, just
responding to our community and being the best that we can be as a large bureaucracy, though, to
responding to our customers. And I think that goes a long way also towards building trust.

[27:30–28:00]
Trust. I was gonna kind of go back to the future and um higher ed. I was just writing on some notes
of things that just came to my mind. Um I have two children in high school on their way to college,
and um it kind of makes me sick to my stomach about paying all this money to go there basically for
a party. I mean, you know, I don't know, that's just the way I'm looking at it. But I guess you
know, I'm pretty traditional in old school, and um the way things are going are different, and I
don't know if it's right or wrong, you know, we need to embrace.",,,,,,0
14,0:28:00,0:30:00,"[28:00–28:30]
it sort of and um evolve with the times, but the AI stuff, I think social media has killed a lot of
things or made it different, I guess. Um, these kids we talked about their attention span and
they're expecting flexibility and not a nine to five job, remote. I mean, just everything looks
different. And are we preparing them for that kind of stuff? Um, do they need a degree? Can they be
entrepreneurs or just I don't know? There's just so many different things I feel like over the last
five to ten years. Um, and like I said, is it right or wrong? I'm a former teacher, and you know, I
wanted every

[28:30–29:00]
And you know, I wanted everything to fit in a little box and be a certain way, but it is definitely
not that way anymore. And are we embracing that, I guess, and trying to fight it? Or I don't know,
what does that look like? Um I just I don't know. I think social media and AI have really changed
things. I know I'm I'm by f I'm by far the oldest person in this room. Um and my wife reminds me of
that sometime, and I'd say, well, I guess I'm to the age where you you don't care where your wife
goes as long as you don't have to.

[29:00–29:30]
go with her. And uh and then she kind of knocks me upside the head. But what for those who who in
Caroline I'd be interested when you started teaching, where was where was the internet at that time?
Where were where I started teaching later, so I started teaching in about 2000. Okay. Um I don't
know, I can't remember that far back. What did I mean I guess we had the internet, but I mean I had
email but it I defin nobody was on their phones all day and stuff. Yeah. You know",,,,,,0
15,0:30:00,0:32:00,"[30:00–30:30]
I I think the I think the internet uh really and the introduction of that really threw us uh kinda
like AI is, I think, that uh we had to really learn how to use the internet. Um and there were a lot
of concerns about what was on it and what was it gonna be good for. I I suspect we're we're gonna go
through that period of same period of time with AI kinda like um John was talking about. There's um
there's gonna be a a process here.

[30:30–31:00]
uh and also to kind of maintain some ethics with it is gonna be gonna be the be a big challenge. But
I think, you know, um there were people who could go on the internet and plagiarize all kinds of
things. Uh and there were a lot of ethical questions again when when the internet came along. But
you raised some great, great thoughts about, you know, you know what and that's what I want you to
think about. What what what does all this mean? You know,

[31:00–31:30]
if I was to say public schools are over. We've got 50 million kids in the country to educate, 5.5
million in Texas, and another 500,000 that are in homeschools, charter schools, private schools. We
don't have public schools anymore. What do we build? Start from scratch. I want to think is kind of
touching on what somebody have talked about. Public education right now operates in a space.

[31:30–32:00]
that no other institution does. No other business does. No I mean they there's a there's a space
they operate in and and and the being competitive is nothing at all that I think any of us are timid
about. I mean it that you know embrace it we can do it. But I think as you look around the the and
I'll challenge you on whether you're the oldest one in the room or not but but well I've got you I
promise you. But but here's the thing that I want to say though. What I've had the opportunity to
witness is that",,,,,,0
16,0:32:00,0:34:00,"[32:00–32:30]
the pace things are changing is accelerating. I've noticed over my span that it's not just that
things have changed, but the rate of change is increasing. And I think, you know, things like AI and
and all that may be on our doorsteps right now. I mean who knows what it's going to be five years
from now, ten years from now. I mean those may be just handheld device it may be it may be speaking
into our ears, it may be implant who knows what it's going to be. But if we're going to look at
trying

[32:30–33:00]
to be competitive in a space that only public education exists in a community, in a culture that is
changing at an ever-increasing rate, we're going to have to learn how to be able to pivot and
maneuver at a quicker rate. And that seems counterintuitive to an institution that exists based on
public funds. Because that process is going to be forever.

[33:00–33:30]
behind the curve on the pace of change. So I'm not sure what the answer is. I've been kind of
interested to see how some of our higher education folks have been able to do that and how they've
worked. And of course, you know, as we all know, as they've done that, they've increased the number
of students in every one of the lecture halls. They've increased tuition and exponential rates. Um
but but I'm just but it's still they've learned how to kind of navigate and compete in a
marketplace. And and I'm just I'm I'm you know our",,,,,,0
17,0:34:00,0:36:00,"[34:00–34:30]
Um s you know, are there lessons to learn there, but it's gonna be something we're gonna have to
figure out how to adapt to a a faster pace of change when our our basically our funding system is it
seems to lack behind and and respond late to those things. Well I was gonna say, uh like you
mentioned, these universities they're so commercialized now, right? I mean, and then we think about
our customers, our clients, either the kids or the parents. Well the parents are getting younger
too, and they're gonna want totally different things than what we wanted for their kids, I think.
And they're are they impressed with all that commercial.

[34:30–35:00]
With all that commercialization of stuff? Do we need to adapt as a school district to attract people
in that way? Like we talked about advertising all over the place and getting logos out and branding.
I mean, I think just uh for example, I'm dealing with these um women who are hosting a party for me,
and it is completely different than 10 years ago. Like almost a hundred percent. And I'm just like,
okay, I'm learning new things and how what the things they want and the way they do things. And um,
I really think that in education we have to look at that too, that our clients are changing and what
do they really want? Is it the same thing we want for our kids? You know, I don't know.

[35:00–35:30]
Well, even something as basic as as what courses we offer. Obviously the state tells us what we have
to teach and and we're hamstrung. But I I almost think that well, I know that the I think they need
to be adapting also. For example, like uh my son just graduated from college in May. He's getting
his masters this year, but he keeps telling my younger two children, Y'all need to learn to code.
Learn to code. You know, he keeps saying, if you

[35:30–36:00]
just would know how to do that, like you could really make some serious money. And so, but where do
you learn to code? I mean, you know, those aren't even though AI is the future and all this
technology is our future, we're not really putting a whole lot of emphasis on it when they're young
and they can absorb and learn all these things. So why are we waiting until higher education, if you
even go to universities, when are you why are we not teaching our children what",,,,,,0
18,0:36:00,0:38:00,"[36:00–36:30]
what the future is. Good question. And so, you know, I mean, obviously, I think the four core
subjects that we teach are very important, and I'm not advocating getting rid of them. But you know,
there there is a space for other kinds of education. I know many of our parents have talked about um
just financial uh literacy, you know, and and I think we need to be

[36:30–37:00]
teaching our children how to manage their money or doing some basics. Like I think all of us that
have college age kids and they're going off on their own, and sometimes you're astounded at the
things that they don't know how to do. Um that you tried to teach them as parents, but you know,
they're they're learning. But I just wonder if some of those basic life skills we need to do a
better job at in teaching K through twelve and civics. Good question. Definitely civics. But can I
do this?

[37:00–37:30]
Shannon Shannon here. Shannon here. Shannon's out. Shannon, can you hear us? Yes, I am. I wanted to
see if you wanted to jump in. Yes, can you hear me? Yes. Okay, perfect. I um was going to say to
President Alpi's point, I think um that's a huge factor in what would be beneficial in teaching our
kids and preparing them. I think the challenge that we run into at this is with the state how still
puts the pressure on us to measure kids a certain way. And that you know, a lot of it comes back to
assessing these kids, and they're not a

[37:30–38:00]
kids and they're not assessing them on that. And so I think that's a factor. One of some of the
notes I had taken as um just specific to to Spring Branch is Guthrie and how phenomenal that place
is. And you know, we're building this new new Guthrie thanks to the bond. And I think having access
to Guthrie for all of our kids needs to be a priority and bringing some of those classes to our high
school campuses. You know, we're working on that, but I think that's something that is gonna be
critical for preparing our kids, especially when people are thinking, do we really want them to do
the college route? Or maybe that's not an option for me.",,,,,,0
19,0:38:00,0:40:00,"[38:30–39:00]
So I think that that's definitely going to help too with the competitive piece. Jennifer, you wanna
you wanna say anything or react to anything before I kind of pose some other questions? Yeah, so I I
mean I don't disagree with anything anybody said. You know, when you talk to, we we had we did a
round table, I guess it's now been probably two years ago, uh, when we were planning um for the new
Guthrie Center rebuild and we were

[39:00–39:30]
looking at the course pathways and do, you know, what do we offer, what do we not offer, what do we
change? And we changed, um we abandoned some things that which wasn't always very popular, abandoned
some pathways to create some that are more relevant for our kids today. So, but in this
conversation, we had a round table with CEOs, and um there were probably 15 to 17 of them in the
room, and it was everything from um CEOs of software.

[39:30–40:00]
development companies and people right here in this area, CEOs of banks. We had the assistant police
chief for HPD. I mean, we had we had all these people that in higher level positions around the
table. And what they said universally across the board in terms of preparation was that, and some of
it this was specific to Spring Branch, because many of them have kids in the system or have had kids
in the system. And what they said was academically to the kids are coming from Spring Branch.",,,,,,0
20,0:40:00,0:42:00,"[40:00–40:30]
are are prepared. And um that's that's really not and and that's true I guess across the board. It's
not the academic piece, it's the it's the other stuff. It's like the financial literacy, it's the
communication skills. And so what so what we were one of the things we were asking them is when we
build our schools and when we go to build this new Guthrie Center, what we wanted to know like what
was important in the design of that. And across the board um you know it it was really the the other
kind of I I you call them soft skills, I guess communication

[40:30–41:00]
skills, the ability to work together, the ability to communicate with one another, the ability to
agree to disagree, work through issues and problems. And they just talked about how the kids they
hire don't have those skills. Like it's not that they're not academically prepared. It's that all
this other stuff that I think to your point, we don't we're so rushed and hurried to teach all the
teaks, you know, because there's a million of them in every content area, that there's like no time
to build in those types of intentional opportunities.

[41:00–41:30]
Opportunities for kids to learn those types of skills. And so it was just, it was a very interesting
conversation. So what they encouraged us to do was when you when you're building your schools and
your or and your facilities and you're looking at, think outside of the box of the traditional
classroom space because these kids, even just sitting at tables in the classroom working together,
like that's not enough. Like they got they were encouraging large, flexible spaces, places where
kids can be actively engaged with one another and working hands-on and communicating.

[41:30–42:00]
with one another. The um one of one of them, and I don't remember who it was, said, you know, the
number of times that I have to tell, I've had to tell young kids that are we've employed that you is
not a word. It's Y O U. But they they text, you know, and they use all these like shortcuts for
words, and and they're doing that in their writing at times. And so, and so it was that that kind of
thing that it was interesting. I'll I remember the um and I don't recall his name, but the the
gentleman who, the assistant police chief said, if if he",,,,,,0
21,0:42:00,0:44:00,"[42:30–43:00]
Chief said, if he had a dollar for every time he had to sit a young officer down and say, that is
not how you approach somebody when you're trying to communicate that they've done something wrong or
that you know they're they're going to get a ticket or whatever it is. And he said, and the number
of times that he has to dis they have to discipline or even let go these young officers that cannot
that don't communicate well with people and they don't know how at the conflict resolution. You
know, if you're pulling somebody over, you're it's probably not.

[43:00–43:30]
um a pleasant conversation for the person on the other end that's getting pulled over it's happened
to all of us but like there's a way to communicate that and so I it it was just interesting that
those are the those are the things that we should we really need to be incorporating and you you can
do some of that in the context of the classroom but there's just so much on these teachers' plates
that the Texas education agency is putting down um and that comes from statute that we have to teach
there's like no time for that and so and then I'll one more thing I'll say is we have a you know
we've been asking

[43:30–44:00]
the question, we do lose kids at the middle school level. We always have. This is if for as long as
I've been here 24 years, and we see our elementary kids, people will send our kids to the elementary
schools, and then we see a little bit of a dip at middle school and they come back in high school.
And when you talk to parents, there's a number of reasons for that. So one reason is middle school
is just miserable for everybody, and sometimes they just want like a smaller setting and and maybe a
private school where maybe they're not dealing that they they think they're not probably dealing
with all the drama that maybe they're not dealing with it at the level they get when you're at a
campus with a thousand kids.",,,,,,0
22,0:44:00,0:46:00,"[44:00–44:30]
kids. But there's one um there's one uh uh private school in particular in our area that's gaining a
lot of traction and um and it's an all it's an all-boys with there's an all-girls school and an all-
boys school. The all-boys school seems to be the one people are most attracted to. And more and more
parents are talking about it and when I was asking asking parents well what is it that's so
attractive about that school so here's so they teach the basics I mean they're teaching the basics
but the other thing they don't have all these other requirements

[44:30–45:00]
requirements and so there's a lot of outdoor time there's a lot of time the kids are outside and for
boys as though those of us that have boys know that you know boys are active okay so the they get to
go outside a good portion of their day and they're um they're um engaged in you know games or
organized games they're climbing they're um they're it's a lot of physical activity they're running
they're you know um they're outside so they're being exactly they're being boys and so they

[45:00–45:30]
that's built into a significant part of their day, and they still manage to get all these other
things taught with the basics, but they're not held to the other requirements that we're held to.
And so I think about what David said, you know, we're we're gonna have a hard time. I mean,
everything from the funding to all the rules we're placed under, to all of the testing to Shannon's
point, all that stuff sometimes I think puts us in a box that none of us really want to be in. But
how do you get out of the box when you're required to check all the boxes that the agency who

[45:30–46:00]
oversees you requires you to do. So I don't know. I thought that's why I think everybody's comments
have been super interesting because um I think all of it plays into them being competitive. So how
can I compete? I'd love to have an opportunity for our middle school boys and girls to be outside
more often and pro have prop more project based learning and be able to run and do you know, I'd
love to do that, but when am I going to do that? I mean we can barely fit everything into the
schedule we have. You mean it it's it's it's hard to pivot, but David said we're gonna need to be
faster",,,,,,0
