chunk_id,window_start,window_end,text,binary_hit,confidence
10,0:20:00,0:22:00,"[20:00–20:30]
These officers embody the core values of integrity first, service before self, and excellence in
all. Tonight they are joined by Klein Collins high school parents, or the pit crew, as they call
them right, Mr. Jason Hedrick and Mr. Renee Leva. We're immensely grateful to these outstanding
public servants. Congratulations to

[20:30–21:00]
all on earning this much deserved award. Sure, if she was to say so. Oh. Yeah, go ahead.

[21:30–22:00]
I just want to thank the officers who were there that night. And the entire district was there
between Klein Collins District and Klein Katy District and Klein ISD district. Everyone was there.
It was so many people there. And everybody was there at the right time and at the right place to
save my husband's life. It was something that",0,5
11,0:22:00,0:24:00,"[22:00–22:30]
we was not even expected. It happened as fast as can be to a healthy person who's never had any
health issues. And so for Sis to have taken a place and to have the right people there was a
miracle. And every doctor, every specialist we have seen had said that he's a walkie miracle. And it
wouldn't have been for everyone that is standing out here and many more other people if it wasn't
for

[22:30–23:00]
everyone who had who helped that night, I would not be here with my husband till this day. He's more
than just my husband. He's my everything. He's my soul. He's my life. He's everything to me. I don't
remember any of these people uh that I'm looking at right now. I went into shock that day. So they
assist me to getting me to that hospital, to getting me to where I needed to go because I didn't I
don't remember anything. I I I don't remember.

[23:00–23:30]
and I'm just not meeting everybody for the first time. And I thank you, Katie, for everything. I I
thank your staff. I thank the teachers, parents, everyone who was there who heard my cries and
screams that night, who rushed over to help me and my husband. Thank you so much and God bless you
and many more. Many more. You just don't under you'll never understand unless you're in my shoes.
But it's more more thankful that I can I I I don't even know how to think.

[23:30–24:00]
Even know how to thank you as much as I it's impossible. It's endless. Endless. Thank you so much.",0,5
12,0:26:00,0:28:00,"[26:00–26:30]
Scout minus some scouts. Come forward, please. What a treat. Thank you so much. We don't get many
scouts these days, so we're we're so happy to have you. So t tell us something about yourself, where
you go to school, what badges you're working on. Go ahead. Hi, um we are TRIP 129166, and we are
here for a silver award. Um I'm

[26:30–27:00]
I'm Adrina. This is Kendall, and this is Gabby. Can I begin? Go ahead. Did you have something you
wanted to say? Okay. We believe that the dress code is not fairly enforced, and we would like to
propose a change. We created a survey to see how our community feels and come up with a plan for
what those changes could be. As you can see, we sent the survey results to you. In our survey of 144
responses.

[27:00–27:30]
44 responses, half are parents, 27% are students, and the rest are teachers or community members. We
found 41% say it's biased, 54% say it's not enforced fairly. Part of a quote we found says girls are
often unfairly subjected to rules boys don't have. Based on our troops' experiences with the dress
code and the data we collected, we agreed that the data that the dress code should be modified to
say any shirt should be fine as long as there are some sort of straps and don't show stomach past
your belly button. As for the bottoms, you should be allowed to wear anything.

[27:30–28:00]
including pajamas, as long as your bottom isn't showing and your pants or shorts are not sacking.
Staff should also be trained to identify people that are out of dress code and not let anybody who
is not in dress code pass. That way certain people and genders aren't targeted. Thank you for
considering our proposal. Thank you very much. So we've been the board's been presented with a um a
survey that you did, survey results related to the dress code. So everybody has a copy. We so much
appreciate that. Thank you. Thanks for your work on it and your and your service on this. Anything
else you wanted to say? How's how how how long have you been in the",1,5
13,0:28:00,0:30:00,"[28:00–28:30]
uh in the scouts, each of you? Six years. Eight? Yeah. Six years for me. And and and I I didn't
catch that early. Where did you where do you go to school? I go to school in uh La Marcy ISD. Okay.
Go ahead. Oh, I go to Wood Creek. And I go to Beck and North. Beckendorth, okay. All right. Thank
you very much, and thank you for your service. Thank you for uh for thank you for the survey. We'll
definitely take a look at that. Thank you so much. Good job.

[28:30–29:00]
At this time, the Board of Trustees will give members of the public an opportunity to speak in
accordance with KDISD Board Policy, BED Local. As defined by Board Policy, speakers who signed up by
2 p.m. on Monday, December 9, 2024 provided their first and last name and signed in 15 minutes prior
to 5 p.m. will be allowed to address the board. Speakers who signed up to speak on post-it agenda
items will be allowed three minutes to speak.

[29:00–29:30]
Speakers that signed up to speak on non agenda items be allowed, I believe it's uh two two minutes
and eighteen seconds, uh something like that. Is that right? Yeah, approximately two minutes and
eighteen seconds, I believe. Uh if a speaker is not finished speaking at the end of their allotted
time, the audio will turn off. If speakers wish to share written material with the board, please
provide 10 copies to the Secretary for Board Services before the meeting begins for board members,
the superintendent, chief communications officer, and",0,5
14,0:30:00,0:32:00,"[30:00–30:30]
permanent record. If a speaker has not attempted to solve a matter administratively through proper
channels as stated in board policy, the presiding officer's designee shall advise the speaker to
seek resolution through the appropriate policy. Finally, pursuant to Texas government code, sections
551074 and 551.821, the board will not permit the presentation of personally identifiable
information regarding a student and will not discuss the appointment, employment, evaluation,
reassignment due.

[30:30–31:00]
Reassignment duties, discipline, or dismissal of a public officer or employee, or to hear a
complaint or charge against an officer or employee. Should a speaker wish to address one of these
issues, they must do so through the appropriate local grievance policies FNG local, DGBA local, CKE
local, or GF local. Our speakers will be called forward in the order they sign up to speak, and
first we'll have uh speakers that are speaking on agenda items. And we start out with um Chelsea
Lemus. Mr. President.

[31:00–31:30]
Mr. President, I have a question for you. May I approach to ask you something privately before this
speaker speaks? Sure.",0,5
15,0:32:00,0:34:00,"[32:00–32:30]
Our first speaker, Chelsea Lemus, and after that, Jibron Shafkott. Welcome. Hello, board members.
It's an honor to speak to you today. I would ask you to please review the binders that we have
provided to you, if that's possible, to follow the discussion.

[32:30–33:00]
on electrification and KDISD. In the past decade, it's become evident that there has been an extreme
rise in weather related events, and it has become impacting and it has been it has been impacting
more than just the environment. The United States Environmental Protection Agency agrees that it's,
quote, affecting the food we eat, the water we drink, and the air we breathe, and the weather we
experience. Non renewable energy sources are fueling cause um are the feud are the leading cause of
extreme weather um extreme climate and environmental damage, contributing to carbon emissions and
thereby harming people and the planet alike. As a result, these extern these extreme weather events
are estimated by the world.

[33:00–33:30]
Economic Forum to cost between quote 1.7 trillion and $3.1 billion per year by 2050. This cost
covers expenses from damages to infrastructure, property, agriculture, and human health. End quote.
This global price tag on the earth will only continue to rise as the impacts of these events become
more evident. For schools specifically, these costs are made obvious through insurance, missed days,
and malfunctioning systems. 82% of Florida's school districts have canceled at least one day of
school in response to the extreme weather. This coupled with increasingly hot days and stronger
storms in the Katy area indicates a need for cost effective alternatives that do not",1,5
16,0:34:00,0:36:00,"[34:00–34:30]
leave our school districts vulnerable to a bad weather day. Now, if you could please review page 16
and the bundles that we have provided. I will now explain the how behind climate resilience.
Resilience begins with ensuring our schools, that our our schools are prepared for today's and
tomorrow's challenges. Our one powerful way to achieve this is through electrification. Creating
schools with reliable, stable power systems that can function consistently no matter the
circumstances. Consider the importance of uninterrupted electricity in maintaining day to day
operations, from power in classrooms equipped with educational technology to ensuring a safe and
comfortable learning environment.

[34:30–35:00]
A steady power supply is fundamental to our students' success. For areas like ours, prone to power
outages, generating electricity on site through renewable energy sources like solar panels and wind
turbines, provide schools with energy independence. This reduces reliance on centralized grids and
safeguards. Our schools and our schools from external disruptions. Electrification also supports the
health and safety of our students and staff. Electric heating, cooling, and ventilation systems
improve indoor air quality and create comfortable environments where students can focus and thrive
by reducing dependence on combustion basis.

[35:00–35:30]
On combustion based systems. We are not only enhancing comfort but ensuring safer, more sustainable
conditions. Thank you for considering me to speak today. Thank you. Thank you very much. Jibron
Shafkott, followed by Amukta Pandenshankam. Hello, my name is Jibron Shavkott, and I'm a senior at
Taylor High School. One of the most pressing challenges school districts face today is the rising
cost of electricity. According to the U.S. Department of Energy, schools spend an average of $100.

[35:30–36:00]
per student on energy annually, with Texas schools spending even more, around $165 per student.
These high costs place a significant strain on school budgets, limiting their ability to enhance
facilities, provide incentives, and improve student outcomes. However, implementing electrification
projects offers a solution by significantly reducing operational and maintenance costs, allowing
districts to relocate funds to areas that directly benefit students and staff. Electric school buses
present a transformative opportunity for districts. For example, Bluebird",1,5
17,0:36:00,0:38:00,"[36:00–36:30]
A leading school bus manufacturer reports that electricity costs about 14 cents per mile compared to
49 cents per mile for diesel. Additionally, electric buses have fewer components than diesel buses,
which minimizes the risk of for breakdowns and costly repairs, saving districts both time and money.
Moreover, electric buses can generate revenue by selling surplus energy back to the grid. When not
in use, these buses store energy that districts can feed into the local grid, providing a financial
boost to districts to schools while furthering low while further lowering their operational
expenses. These systems

[36:30–37:00]
convert sunlight into electricity, which reduces schools' reliance on costly great energy. For
instance, Orange County Public Schools in Virginia installed solar panels in seven schools, saving
approximately $130,000 in just one year. Similarly, Louisa County in Virginia expects to save up to
$8 million over 30 years from its solar installations, with unexpected savings of $4,000 in just six
months due to rising energy costs. As young leaders, our responsibility is to create a sustainable
future for generations to come. By implementing electrification projects, KDSC

[37:00–37:30]
KDSC can not only reduce its environmental impact, but also enhance financial stability and
community well-being. Electric school buses and solar energy systems represent tools for progress,
helping prevent extreme weather events like the 2021 freeze and ensuring a brighter future for
students, teachers, and the district as a whole. Electrification is not just an investment in
infrastructure, it's an investment in our community's future, and let's seize this opportunity to
lead the way. Thank you for your time. Thank you. Welcome.

[37:30–38:00]
Hello, my name is Amukta Panchangamingta, and I'm a junior at Taylor High School. As districts hope
to improve infrastructure and sustainability, electrification becomes a vital strategy. The
transition to electric power systems allows school districts to acquire funding opportunities, in
turn, addressing the financial challenges of improving infrastructure. Due to this, districts
position themselves strategically as they can leverage federal grants and tax incentives, allowing
for electrification to become easier.",1,5
18,0:38:00,0:40:00,"[38:30–39:00]
Purchase agreements and electrification as they can present access to potential funding
opportunities and advance sustainability goals without incurring significant upfront costs. The plan
emphasizes that by leveraging PVAs, schools can benefit from social energy without the need for
investment in the purchase and installation or maintenance of solar panels. By doing so, third party
developers can install and maintain panels on school premises, with the school agreing to purchase
the solar power generated at a fixed cost over a predetermined period, typically around 20 years.
This arrangement not only provides schools with access to renewable energy, but also offers

[39:00–39:30]
potential cost savings on energy expenditures. Solar energy, being generally cheaper than
traditional energy resources, allows schools to seek favorable rates for the duration of the
agreement and hinders fluctuations in prices. Moreover, PPAs enable schools to address barriers such
as limited financial resources and complex regulatory frameworks that may hinder the adoption of
solar energy. By doing so, schools can address legal issues by maximizing the benefits of solar
energy adoption. The Tucson Unified School District in Arizona highlights the advantages of PPAs and
the districts expected to save millions in energy costs over the agreement's duration.

[39:30–40:00]
Duration. This school district has powered 80 plus schools and is expected to save an estimated $43
million within the next 20 years. With the power agreement, the districts can pay no upfront
additional costs and will continue to purchase solar energy at a fixed rate for 20 plus years. The
Act also hopes to intensify the adoption of vehicles based on renewable energy and it provides tax
credits that can exempt tax entities such as school districts. Electrication offers a",,
19,0:40:00,0:42:00,"[40:00–40:30]
Electrification offers a diverse range of benefits stemming from sustainability within institutions
to financial viability. The process of electrifying school districts allows schools to improve
improve finances by acquiring potential funding opportunities, and this transition to renewable
energy also serves as a development for significant infrastructure improvements through the use of
various funding opportunities and programs. By embracing electrification, districts can refine their
institutions and create healthier learning environments as well. This financial benefit alleviates
stress placed on school budgets and makes electrification far more feasible with a greater chance of
success for the students and the staff alike.

[40:30–41:00]
Thank you so much. Thank you. The next speaker is Elizabeth Griss. Elizabeth Griss. Good evening.
I'm a proud educator in KDISD. I'm a second-year transition teacher for Katie High School and was a
Katie Plus teacher for four years prior to that. I would like for you to imagine going to the same
school for potentially eight years, seeing the same walls, attending the same school events, and
potentially completing the same job tasks and job sites.

[41:00–41:30]
Imagine the redundancy and monotony. Imagine having to return to the same school the August after
you graduate and notice that you are one of the few of your peers that have returned. Didn't
graduation mean you were done? Why then are you back in the same school? Why are you at 18, 19, 20
years of age, eating in the same cafeteria as a 15-year-old? This is what our KD Plus students face
every day. The lack of change can cause regression, boredom, complacency, and in some cases, an
increase in negative behaviors. Let's also consider the purpose of transition.

[41:30–42:00]
programming mandated by the government. Adult student transition programs are educational programs
that provide instruction and age appropriate community environments to adult students. The primary
goal of these programs is to prepare students with disabilities for adult life in their communities,
whether that be for further education, employment, or living independently. The success of these
programs are highly hinged upon many factors, but when we look at statistics, we can see very little
success. Only 31% of Texans with disabilities are employed. 66% are not even in the labor force.",1,4
20,0:42:00,0:44:00,"[42:30–43:00]
Only 9% of working age Texans with intellectual and developmental disabilities work in competitive
settings where they earn market wages and work alongside people without disabilities. Not only does
this not show success, but these numbers are also staggering and depressing. Quality indicators of
exemplary adult student transition programs, according to multiple researchers, is that the program
is provided in age-appropriate environments to promote social interaction and community inclusion.
The instruction is functional and occurs progressively in natural settings

[43:00–43:30]
such as work settings and community recreation. As the adult student progresses through the
transition programming, the students should be spending more and more time in natural community
environments. High schools are not natural community environments in this case, and instead provide
the most restrictive setting for our adult students. Housing all KD plus students on one campus will
afford the collaboration of teachers, the joining of resources, and the ability to group students
based on their post secondary goals. It would allow us to meet the varying needs of students more
cohesively and successfully.

[43:30–44:00]
It has the potential to grow into a place of growth and success that mirrors our Katie prestige. I
urge you to approve the additional funds for this incredibly necessary building. Thank you. Thank
you very much. Our next speaker is uh Rishanal Dunbar. I just want to reiterate what I said earlier,
which is that you cannot present personal identifiable information about a student nor hear a
complaint or charge against an officer or employee.",0,4
21,0:44:00,0:46:00,"[44:00–44:30]
Uh go ahead. Thank you. I'm continuing my exposure of the Babylonian gold-draped American flag
behind you there. It's very interesting that you have the real American and Texas flag imprisoned in
the frames as this is truly what has happened to this nation, this state, and our schools. All this
all of this has been done to steer our children away from God. The scripture says, My people perish
for a lack of knowledge, and this is true of all believers who have blindly trusted this world
system.

[44:30–45:00]
System. This flag created, this flag kept our kids out of school with this creation of COVID. Patent
number, which is patent number seven two seven-nine three two seven. And your beloved Anthony Fauci
was involved in this creation. We have become a nation of passive believers who pray but take no
action. We have been sold this passive and peaceful Yahusha, the one you call Jesus. But we forget
when he whipped the money changers out of the temple for corrupting his house. We love the nice
scriptures, but ignore the ones that say the kingdom suffers violence, but the violent take it by
force. I'm not speaking of by

[45:00–45:30]
of physical violence. I always give people a chance to do the right thing before I go into battle. I
don't just talk to talk. I've been bringing down giants with the Lord's help for a while. When they
force workers to get vaccinated or be terminated, I let ATT terminate me after 16 years of
employment so they could be sued for millions later. ATT and I went to battle before a judge who
denied my unemployment, stating the company made all the right decisions. I appealed this decision
and asked the Lord that that judge would not rest until he corrected this, until she corrected this
wrong.

[45:30–46:00]
A month later, the same judge granted my unemployment and stated the company was in the wrong.
During the pandemic, I entered their stores without masks. My son was refused emergency medical
service because I refused to wear a mask. I filed a complaint that included 30 pages of peer
reviewed medical facts about COVID masks and vaccines with every medical agency in the state. I
received a letter from Fairview Medical Hospital advising me that masks would no longer be required
in the emergency room. I would no longer bring requests before this board, but will begin to take
legal action against the public school system in the entire United States.",0,5
22,0:46:00,0:48:00,"[46:00–46:30]
You're not dealing with one of those watered down only on Sunday Christians. I personally know the
God who backs me. I would take it by force. Thank you. Thank you. Our next speaker, Jada Jada Uguwe,
Jada Uguwe, followed by Tanner Weiss.

[47:00–47:30]
And Superintendent Grigorski. My name is Jada Ogwe, and I'm a senior at Jordan High School. I'm also
the co-president of my school's technology student association. Today I'm here on behalf of ENCO
Justice, a youth-led organization with over a thousand individuals focused on advocating for the
ethical use of AI. And I would like to voice our concerns about the alarming issue of deepfakes and
propose ideas to confront their growing threat. Deepfakes are AI generated videos or images. Over
the past year, sexually explicit deepfake content has surged by over 290%, with surveys showing
about one in

[47:30–48:00]
ten minors know classmates who have used AI tools to generate new images appears. The surge in
doctored images has alarmed students as it leaves us vulnerable to harassment and emotional trauma.
While Texas Senate Bill 179 and the KDISD sexting policy both penalize a student's possession andor
transmittal of sexual visual material, loopholes around AI generated sexual media can be exploited.
Thus, I believe that KDISD needs to take further action on combating the misuse of deepfakes among
students by modifying its student code of conduct to equate real image.",1,5
23,0:48:00,0:50:00,"[48:00–48:30]
To equate real images with deep fake generated ones. This complies with the Department of
Education's recent update to the Federal Title IX online harassment policy, which includes AI
altered or generated images in the definition of intimate images. This change will emphasize that
deepfakes cause equal harm to students as traditional forms of sexual abuse and harassment,
deterring harmful behavior. Furthermore, updating procedures to address non consensual sexual
deepfake images will protect victims and hold perpetrators accountable. Integrating awareness
programs will provide

[48:30–49:00]
a safer school environment and teach responsible digital conduct in an increasingly technology
driven world. Thank you. Thank you. Tana Weiss, followed by Sebastian Romero. Welcome. Good evening,
Dr. Grigorski and board members. My name is Tana Weiss, and I'm speaking on behalf of another
parent, Sarah Perkins, about a public library website that is newly blocked by KDISD.

[49:00–49:30]
This year, my kids started accessing their library books on Libby.com for from their Chromebooks,
like they had on their personal iPads all the previous years. It keeps them from having to carry
their heavy library books to school in their already impossibly heavy backpacks for free reading, or
times they're finished with their assignments in class. That is until Monday, September 23rd, when
Libby was suddenly blocked on the Chromebooks. After talking to IT, we learned that Libby was no
longer allowed because kids might

[49:30–50:00]
access censored books with it. Do you really want KDISD to be known for not letting kids access
public libraries on school devices? Also, how do you explain that the students can bring books the
district might not approve of from the library to school to read on school property, but they can't
access Libby on the slight chance that they read one, that they read one on the band website? I am
my children's parent, not the school board. I am perfectly",0,5
24,0:50:00,0:52:00,"[50:00–50:30]
capable of making sure my kids' reading materials meet my standards, which I can easily do through
the Libby app. This is an infringement on every student's First Amendment rights. Please unblock
Libby and let KDISD students have access to public libraries. This is an overreach, even for this
board. Thank you. Thank you. Sebastian Romero, followed by Ryan Price.

[51:00–51:30]
Good afternoon. My name is Sebastian Romero. I'm a senior at Taylor High School. In today's day and
age, technology is rapidly advancing and we're being provided with hundreds of new of new forms of
it day by day. As of right now, KDISC is not taking advantage of these opportunities. The problem?
Outdated HVAC systems. Aging and underfunded, these systems cause discomfort, respiratory illnesses,
abstinence, and poor academic performances due to low indoor environmental quality. Studies show
HVAC systems account for 57 56% of schools' energy use, much of it from burning fossil fuels, with
nearly forty percent of schools lacking.

[51:30–52:00]
fuel full cooling capacity, leaving them burnable to extreme weather. Inefficient ventilation fails
to remove contaminants, increasing disease spread as highlighted during the COVID nineteen pandemic.
Upgrading these systems is essential for healthier, safer and more effective learning environments.
The rising extreme weather condition events has highlighted the urgent need for the implementation
of electrification projects in school districts ac across Texas, with the high cost of electricity
limiting the amount of money going towards essential improvements. Establishing electrification
initiatives such as electric school buses not only supports the r reduction of",1,5
